Number;Region;data;confirmed;dead;recovered
9;Kyiv;05.05.20;15;2;5
9;Kyiv;06.05.20;14;0;20
9;Kyiv;07.05.20;26;1;14
9;Kyiv;08.05.20;25;0;15
9;Kyiv;09.05.20;22;0;48
9;Kyiv;10.05.20;31;2;8
9;Kyiv;11.05.20;12;1;9
9;Kyiv;12.05.20;27;1;21
9;Kyiv;13.05.20;22;0;10
9;Kyiv;14.05.20;30;2;14
9;Kyiv;15.05.20;36;2;19
9;Kyiv;16.05.20;57;0;10
9;Kyiv;17.05.20;23;0;9
9;Kyiv;18.05.20;26;0;11
9;Kyiv;19.05.20;36;0;48
9;Kyiv;20.05.20;35;1;17
9;Kyiv;21.05.20;32;0;38
9;Kyiv;22.05.20;42;0;37
9;Kyiv;23.05.20;12;0;19
9;Kyiv;24.05.20;36;0;17
9;Kyiv;25.05.20;25;1;13
9;Kyiv;26.05.20;31;1;9
9;Kyiv;27.05.20;17;2;11
9;Kyiv;28.05.20;28;0;10
9;Kyiv;29.05.20;20;0;12
9;Kyiv;30.05.20;16;0;14
9;Kyiv;31.05.20;39;2;30
9;Kyiv;01.06.20;23;0;32
9;Kyiv;02.06.20;15;0;9
9;Kyiv;03.06.20;48;0;17
9;Kyiv;04.06.20;48;0;25
9;Kyiv;05.06.20;39;0;13
9;Kyiv;06.06.20;26;0;16
9;Kyiv;07.06.20;28;0;0
9;Kyiv;08.06.20;25;0;11
9;Kyiv;09.06.20;21;1;0
9;Kyiv;10.06.20;35;0;12
9;Kyiv;11.06.20;33;0;8
9;Kyiv;12.06.20;22;0;1
9;Kyiv;13.06.20;8;0;0
9;Kyiv;14.06.20;2;0;2
10;Kirovohrad;22.01.20;0;0;0
10;Kirovohrad;23.01.20;0;0;0
10;Kirovohrad;24.01.20;0;0;0
10;Kirovohrad;25.01.20;0;0;0
10;Kirovohrad;26.01.20;0;0;0
10;Kirovohrad;27.01.20;0;0;0
10;Kirovohrad;28.01.20;0;0;0
10;Kirovohrad;29.01.20;0;0;0
10;Kirovohrad;30.01.20;0;0;0
10;Kirovohrad;31.01.20;0;0;0
10;Kirovohrad;01.02.20;0;0;0
10;Kirovohrad;02.02.20;0;0;0
10;Kirovohrad;03.02.20;0;0;0
10;Kirovohrad;04.02.20;0;0;0
10;Kirovohrad;05.02.20;0;0;0
10;Kirovohrad;06.02.20;0;0;0
10;Kirovohrad;07.02.20;0;0;0
10;Kirovohrad;08.02.20;0;0;0
10;Kirovohrad;09.02.20;0;0;0
10;Kirovohrad;10.02.20;0;0;0
10;Kirovohrad;11.02.20;0;0;0
10;Kirovohrad;12.02.20;0;0;0
10;Kirovohrad;13.02.20;0;0;0
10;Kirovohrad;14.02.20;0;0;0
10;Kirovohrad;15.02.20;0;0;0
10;Kirovohrad;16.02.20;0;0;0
10;Kirovohrad;17.02.20;0;0;0
10;Kirovohrad;18.02.20;0;0;0
10;Kirovohrad;19.02.20;0;0;0
10;Kirovohrad;20.02.20;0;0;0
10;Kirovohrad;21.02.20;0;0;0
10;Kirovohrad;22.02.20;0;0;0
10;Kirovohrad;23.02.20;0;0;0
10;Kirovohrad;24.02.20;0;0;0
10;Kirovohrad;25.02.20;0;0;0
10;Kirovohrad;26.02.20;0;0;0
10;Kirovohrad;27.02.20;0;0;0
10;Kirovohrad;28.02.20;0;0;0
10;Kirovohrad;29.02.20;0;0;0
10;Kirovohrad;01.03.20;0;0;0
10;Kirovohrad;02.03.20;0;0;0
10;Kirovohrad;03.03.20;0;0;0
10;Kirovohrad;04.03.20;0;0;0
10;Kirovohrad;05.03.20;0;0;0
10;Kirovohrad;06.03.20;0;0;0
10;Kirovohrad;07.03.20;0;0;0
10;Kirovohrad;08.03.20;0;0;0
10;Kirovohrad;09.03.20;0;0;0
10;Kirovohrad;10.03.20;0;0;0
10;Kirovohrad;11.03.20;0;0;0
10;Kirovohrad;12.03.20;0;0;0
10;Kirovohrad;13.03.20;0;0;0
10;Kirovohrad;14.03.20;0;0;0
10;Kirovohrad;15.03.20;0;0;0
10;Kirovohrad;16.03.20;0;0;0
10;Kirovohrad;17.03.20;0;0;0
10;Kirovohrad;18.03.20;0;0;0
10;Kirovohrad;19.03.20;0;0;0
10;Kirovohrad;20.03.20;0;0;0
10;Kirovohrad;21.03.20;0;0;0
10;Kirovohrad;22.03.20;0;0;0
10;Kirovohrad;23.03.20;0;0;0
10;Kirovohrad;24.03.20;0;0;0
10;Kirovohrad;25.03.20;0;0;0
10;Kirovohrad;26.03.20;0;0;0
10;Kirovohrad;27.03.20;0;0;0
10;Kirovohrad;28.03.20;4;0;0
10;Kirovohrad;29.03.20;0;0;0
10;Kirovohrad;30.03.20;0;0;0
10;Kirovohrad;31.03.20;2;0;0
10;Kirovohrad;01.04.20;1;0;0
10;Kirovohrad;02.04.20;8;0;0
10;Kirovohrad;03.04.20;0;0;0
10;Kirovohrad;04.04.20;22;1;0
10;Kirovohrad;05.04.20;4;0;0
10;Kirovohrad;06.04.20;12;1;0
10;Kirovohrad;07.04.20;4;0;0
10;Kirovohrad;08.04.20;21;2;0
10;Kirovohrad;09.04.20;4;1;0
10;Kirovohrad;10.04.20;24;0;0
10;Kirovohrad;11.04.20;12;1;0
10;Kirovohrad;12.04.20;24;1;0
10;Kirovohrad;13.04.20;2;0;0
10;Kirovohrad;14.04.20;48;2;0
10;Kirovohrad;15.04.20;6;1;1
10;Kirovohrad;16.04.20;20;0;5
10;Kirovohrad;17.04.20;16;2;0
10;Kirovohrad;18.04.20;11;1;11
10;Kirovohrad;19.04.20;1;0;0
10;Kirovohrad;20.04.20;1;0;0
10;Kirovohrad;21.04.20;4;0;8
10;Kirovohrad;22.04.20;7;2;6
10;Kirovohrad;23.04.20;25;0;4
10;Kirovohrad;24.04.20;29;1;18
10;Kirovohrad;25.04.20;11;0;1
10;Kirovohrad;26.04.20;14;1;0
10;Kirovohrad;27.04.20;20;0;7
10;Kirovohrad;28.04.20;19;0;21
10;Kirovohrad;29.04.20;15;1;18
10;Kirovohrad;30.04.20;1;1;14
10;Kirovohrad;01.05.20;2;0;2
10;Kirovohrad;02.05.20;3;0;5
10;Kirovohrad;03.05.20;4;0;0
10;Kirovohrad;04.05.20;0;0;33
10;Kirovohrad;05.05.20;1;0;28
10;Kirovohrad;06.05.20;1;0;8
10;Kirovohrad;07.05.20;5;0;33
10;Kirovohrad;08.05.20;3;1;16
10;Kirovohrad;09.05.20;5;0;1
10;Kirovohrad;10.05.20;4;0;3
10;Kirovohrad;11.05.20;5;0;1
10;Kirovohrad;12.05.20;2;0;30
10;Kirovohrad;13.05.20;5;0;15
10;Kirovohrad;14.05.20;5;0;12
10;Kirovohrad;15.05.20;4;0;9
10;Kirovohrad;16.05.20;3;0;9
10;Kirovohrad;17.05.20;2;0;0
10;Kirovohrad;18.05.20;0;0;7
10;Kirovohrad;19.05.20;7;0;6
10;Kirovohrad;20.05.20;2;1;4
10;Kirovohrad;21.05.20;6;1;8
10;Kirovohrad;22.05.20;6;0;12
10;Kirovohrad;23.05.20;7;1;2
10;Kirovohrad;24.05.20;5;0;0
10;Kirovohrad;25.05.20;11;0;8
10;Kirovohrad;26.05.20;4;0;16
10;Kirovohrad;27.05.20;7;1;2
10;Kirovohrad;28.05.20;6;1;10
10;Kirovohrad;29.05.20;0;0;4
10;Kirovohrad;30.05.20;8;0;2
10;Kirovohrad;31.05.20;0;0;0
10;Kirovohrad;01.06.20;2;1;3
10;Kirovohrad;02.06.20;9;0;0
10;Kirovohrad;03.06.20;12;0;6
10;Kirovohrad;04.06.20;0;1;4
10;Kirovohrad;05.06.20;13;0;3
10;Kirovohrad;06.06.20;6;0;0
10;Kirovohrad;07.06.20;5;1;6
10;Kirovohrad;08.06.20;1;1;0
10;Kirovohrad;09.06.20;0;1;1
10;Kirovohrad;10.06.20;4;0;24
10;Kirovohrad;11.06.20;2;0;7
10;Kirovohrad;12.06.20;8;0;17
10;Kirovohrad;13.06.20;7;0;5
10;Kirovohrad;14.06.20;2;0;0
11;Luhansk;22.01.20;0;0;0
11;Luhansk;23.01.20;0;0;0
11;Luhansk;24.01.20;0;0;0
11;Luhansk;25.01.20;0;0;0
11;Luhansk;26.01.20;0;0;0
11;Luhansk;27.01.20;0;0;0
11;Luhansk;28.01.20;0;0;0
11;Luhansk;29.01.20;0;0;0
11;Luhansk;30.01.20;0;0;0
11;Luhansk;31.01.20;0;0;0
11;Luhansk;01.02.20;0;0;0
11;Luhansk;02.02.20;0;0;0
11;Luhansk;03.02.20;0;0;0
11;Luhansk;04.02.20;0;0;0
11;Luhansk;05.02.20;0;0;0
11;Luhansk;06.02.20;0;0;0
11;Luhansk;07.02.20;0;0;0
11;Luhansk;08.02.20;0;0;0
11;Luhansk;09.02.20;0;0;0
11;Luhansk;10.02.20;0;0;0
11;Luhansk;11.02.20;0;0;0
11;Luhansk;12.02.20;0;0;0
11;Luhansk;13.02.20;0;0;0
11;Luhansk;14.02.20;0;0;0
11;Luhansk;15.02.20;0;0;0
11;Luhansk;16.02.20;0;0;0
11;Luhansk;17.02.20;0;0;0
11;Luhansk;18.02.20;0;0;0
11;Luhansk;19.02.20;0;0;0
11;Luhansk;20.02.20;0;0;0
11;Luhansk;21.02.20;0;0;0
11;Luhansk;22.02.20;0;0;0
11;Luhansk;23.02.20;0;0;0
11;Luhansk;24.02.20;0;0;0
11;Luhansk;25.02.20;0;0;0
11;Luhansk;26.02.20;0;0;0
11;Luhansk;27.02.20;0;0;0
11;Luhansk;28.02.20;0;0;0
11;Luhansk;29.02.20;0;0;0
11;Luhansk;01.03.20;0;0;0
11;Luhansk;02.03.20;0;0;0
11;Luhansk;03.03.20;0;0;0
11;Luhansk;04.03.20;0;0;0
11;Luhansk;05.03.20;0;0;0
11;Luhansk;06.03.20;0;0;0
11;Luhansk;07.03.20;0;0;0
11;Luhansk;08.03.20;0;0;0
11;Luhansk;09.03.20;0;0;0
11;Luhansk;10.03.20;0;0;0
11;Luhansk;11.03.20;0;0;0
11;Luhansk;12.03.20;0;0;0
11;Luhansk;13.03.20;0;0;0
11;Luhansk;14.03.20;0;0;0
11;Luhansk;15.03.20;0;0;0
11;Luhansk;16.03.20;0;0;0
11;Luhansk;17.03.20;0;0;0
11;Luhansk;18.03.20;0;0;0
11;Luhansk;19.03.20;0;0;0
11;Luhansk;20.03.20;0;0;0
11;Luhansk;21.03.20;0;0;0
11;Luhansk;22.03.20;0;0;0
11;Luhansk;23.03.20;0;0;0
11;Luhansk;24.03.20;1;0;0
11;Luhansk;25.03.20;0;0;0
11;Luhansk;26.03.20;0;0;0
11;Luhansk;27.03.20;1;0;0
11;Luhansk;28.03.20;0;0;0
11;Luhansk;29.03.20;0;0;0
11;Luhansk;30.03.20;0;0;0
11;Luhansk;31.03.20;1;0;0
11;Luhansk;01.04.20;0;0;0
11;Luhansk;02.04.20;0;0;0
11;Luhansk;03.04.20;0;0;0
11;Luhansk;04.04.20;0;0;0
11;Luhansk;05.04.20;0;0;0
11;Luhansk;06.04.20;0;0;0
11;Luhansk;07.04.20;0;0;0
11;Luhansk;08.04.20;0;0;0
11;Luhansk;09.04.20;0;0;0
11;Luhansk;10.04.20;0;0;0
11;Luhansk;11.04.20;0;0;0
11;Luhansk;12.04.20;0;0;0
11;Luhansk;13.04.20;0;0;0
11;Luhansk;14.04.20;1;0;0
11;Luhansk;15.04.20;0;0;0
11;Luhansk;16.04.20;5;0;0
11;Luhansk;17.04.20;0;0;3
11;Luhansk;18.04.20;15;0;0
11;Luhansk;19.04.20;0;0;0
11;Luhansk;20.04.20;1;0;0
11;Luhansk;21.04.20;1;0;0
11;Luhansk;22.04.20;1;0;0
11;Luhansk;23.04.20;0;0;0
11;Luhansk;24.04.20;1;0;0
11;Luhansk;25.04.20;1;0;0
11;Luhansk;26.04.20;0;0;0
11;Luhansk;27.04.20;3;0;0
11;Luhansk;28.04.20;1;0;0
11;Luhansk;29.04.20;0;0;1
11;Luhansk;30.04.20;2;0;1
11;Luhansk;01.05.20;2;0;2
11;Luhansk;02.05.20;0;0;0
11;Luhansk;03.05.20;0;0;0
11;Luhansk;04.05.20;1;0;1
11;Luhansk;05.05.20;4;0;0
11;Luhansk;06.05.20;0;0;3
11;Luhansk;07.05.20;0;0;1
11;Luhansk;08.05.20;0;0;2
11;Luhansk;09.05.20;0;0;0
11;Luhansk;10.05.20;0;0;0
11;Luhansk;11.05.20;0;0;0
11;Luhansk;12.05.20;0;0;1
11;Luhansk;13.05.20;0;0;0
11;Luhansk;14.05.20;0;0;2
11;Luhansk;15.05.20;0;0;1
11;Luhansk;16.05.20;0;0;4
11;Luhansk;17.05.20;0;0;0
11;Luhansk;18.05.20;0;0;1
11;Luhansk;19.05.20;0;0;0
11;Luhansk;20.05.20;1;0;10
11;Luhansk;21.05.20;0;0;0
11;Luhansk;22.05.20;0;0;0
11;Luhansk;23.05.20;0;0;1
11;Luhansk;24.05.20;0;0;0
11;Luhansk;25.05.20;1;0;0
11;Luhansk;26.05.20;1;0;2
11;Luhansk;27.05.20;0;0;0
11;Luhansk;28.05.20;1;0;3
11;Luhansk;29.05.20;0;0;0
11;Luhansk;30.05.20;1;0;1
11;Luhansk;31.05.20;0;0;0
11;Luhansk;01.06.20;0;0;0
11;Luhansk;02.06.20;2;0;0
11;Luhansk;03.06.20;2;0;1
11;Luhansk;04.06.20;0;0;2
11;Luhansk;05.06.20;1;0;0
11;Luhansk;06.06.20;2;0;0
11;Luhansk;07.06.20;0;0;0
11;Luhansk;08.06.20;0;0;0
11;Luhansk;09.06.20;0;0;0
11;Luhansk;10.06.20;0;0;1
11;Luhansk;11.06.20;0;0;1
11;Luhansk;12.06.20;2;0;1
11;Luhansk;13.06.20;0;0;1
11;Luhansk;14.06.20;1;0;0
12;Lviv;22.01.20;0;0;0
12;Lviv;23.01.20;0;0;0
12;Lviv;24.01.20;0;0;0
12;Lviv;25.01.20;0;0;0
12;Lviv;26.01.20;0;0;0
12;Lviv;27.01.20;0;0;0
12;Lviv;28.01.20;0;0;0
12;Lviv;29.01.20;0;0;0
12;Lviv;30.01.20;0;0;0
12;Lviv;31.01.20;0;0;0
12;Lviv;01.02.20;0;0;0
12;Lviv;02.02.20;0;0;0
12;Lviv;03.02.20;0;0;0
12;Lviv;04.02.20;0;0;0
12;Lviv;05.02.20;0;0;0
12;Lviv;06.02.20;0;0;0
12;Lviv;07.02.20;0;0;0
12;Lviv;08.02.20;0;0;0
12;Lviv;09.02.20;0;0;0
12;Lviv;10.02.20;0;0;0
12;Lviv;11.02.20;0;0;0
12;Lviv;12.02.20;0;0;0
12;Lviv;13.02.20;0;0;0
12;Lviv;14.02.20;0;0;0
12;Lviv;15.02.20;0;0;0
12;Lviv;16.02.20;0;0;0
12;Lviv;17.02.20;0;0;0
12;Lviv;18.02.20;0;0;0
12;Lviv;19.02.20;0;0;0
12;Lviv;20.02.20;0;0;0
12;Lviv;21.02.20;0;0;0
12;Lviv;22.02.20;0;0;0
12;Lviv;23.02.20;0;0;0
12;Lviv;24.02.20;0;0;0
12;Lviv;25.02.20;0;0;0
12;Lviv;26.02.20;0;0;0
12;Lviv;27.02.20;0;0;0
12;Lviv;28.02.20;0;0;0
12;Lviv;29.02.20;0;0;0
12;Lviv;01.03.20;0;0;0
12;Lviv;02.03.20;0;0;0
12;Lviv;03.03.20;0;0;0
12;Lviv;04.03.20;0;0;0
12;Lviv;05.03.20;0;0;0
12;Lviv;06.03.20;0;0;0
12;Lviv;07.03.20;0;0;0
12;Lviv;08.03.20;0;0;0
12;Lviv;09.03.20;0;0;0
12;Lviv;10.03.20;0;0;0
12;Lviv;11.03.20;0;0;0
12;Lviv;12.03.20;0;0;0
12;Lviv;13.03.20;0;0;0
12;Lviv;14.03.20;0;0;0
12;Lviv;15.03.20;0;0;0
12;Lviv;16.03.20;0;0;0
12;Lviv;17.03.20;0;0;0
12;Lviv;18.03.20;0;0;0
12;Lviv;19.03.20;0;0;0
12;Lviv;20.03.20;1;0;0
12;Lviv;21.03.20;0;0;0
12;Lviv;22.03.20;0;0;0
12;Lviv;23.03.20;1;0;0
12;Lviv;24.03.20;0;0;0
12;Lviv;25.03.20;0;0;0
12;Lviv;26.03.20;1;0;0
12;Lviv;27.03.20;2;0;0
12;Lviv;28.03.20;1;0;0
12;Lviv;29.03.20;0;0;0
12;Lviv;30.03.20;1;0;1
12;Lviv;31.03.20;2;0;0
12;Lviv;01.04.20;4;0;1
12;Lviv;02.04.20;3;0;0
12;Lviv;03.04.20;2;0;1
12;Lviv;04.04.20;6;0;0
12;Lviv;05.04.20;7;1;0
12;Lviv;06.04.20;3;1;0
12;Lviv;07.04.20;6;0;0
12;Lviv;08.04.20;28;0;0
12;Lviv;09.04.20;19;3;0
12;Lviv;10.04.20;15;0;2
12;Lviv;11.04.20;15;1;1
12;Lviv;12.04.20;12;0;0
12;Lviv;13.04.20;14;0;0
12;Lviv;14.04.20;14;0;0
12;Lviv;15.04.20;14;0;3
12;Lviv;16.04.20;36;2;4
12;Lviv;17.04.20;18;0;4
12;Lviv;18.04.20;28;0;5
12;Lviv;19.04.20;6;2;3
12;Lviv;20.04.20;5;0;4
12;Lviv;21.04.20;21;0;3
12;Lviv;22.04.20;9;2;5
12;Lviv;23.04.20;11;0;7
12;Lviv;24.04.20;34;0;9
12;Lviv;25.04.20;16;0;7
12;Lviv;26.04.20;10;0;1
12;Lviv;27.04.20;25;2;4
12;Lviv;28.04.20;23;1;9
12;Lviv;29.04.20;25;0;11
12;Lviv;30.04.20;25;0;11
12;Lviv;01.05.20;13;0;3
12;Lviv;02.05.20;10;0;0
12;Lviv;03.05.20;35;0;6
12;Lviv;04.05.20;8;2;4
12;Lviv;05.05.20;61;0;8
12;Lviv;06.05.20;29;1;11
12;Lviv;07.05.20;55;1;14
12;Lviv;08.05.20;58;1;7
12;Lviv;09.05.20;43;2;3
12;Lviv;10.05.20;33;2;6
12;Lviv;11.05.20;37;1;1
12;Lviv;12.05.20;47;0;12
12;Lviv;13.05.20;23;1;3
12;Lviv;14.05.20;38;4;10
12;Lviv;15.05.20;35;3;12
12;Lviv;16.05.20;51;0;6
12;Lviv;17.05.20;39;2;6
12;Lviv;18.05.20;42;1;12
12;Lviv;19.05.20;30;1;9
12;Lviv;20.05.20;60;0;20
12;Lviv;21.05.20;51;3;4
12;Lviv;22.05.20;66;3;10
12;Lviv;23.05.20;33;1;15
12;Lviv;24.05.20;17;2;6
12;Lviv;25.05.20;44;5;12
12;Lviv;26.05.20;72;1;27
12;Lviv;27.05.20;46;7;25
12;Lviv;28.05.20;58;3;27
12;Lviv;29.05.20;62;3;25
12;Lviv;30.05.20;44;1;23
12;Lviv;31.05.20;37;1;13
12;Lviv;01.06.20;58;4;17
12;Lviv;02.06.20;94;1;20
12;Lviv;03.06.20;34;0;21
12;Lviv;04.06.20;77;1;6
12;Lviv;05.06.20;67;1;17
12;Lviv;06.06.20;108;3;26
12;Lviv;07.06.20;50;4;13
12;Lviv;08.06.20;76;4;3
12;Lviv;09.06.20;128;2;22
12;Lviv;10.06.20;184;3;30
12;Lviv;11.06.20;82;2;4
12;Lviv;12.06.20;109;0;6
12;Lviv;13.06.20;103;3;11
12;Lviv;14.06.20;23;0;0
13;Kyiv (city);22.01.20;0;0;0
13;Kyiv (city);23.01.20;0;0;0
13;Kyiv (city);24.01.20;0;0;0
13;Kyiv (city);25.01.20;0;0;0
13;Kyiv (city);26.01.20;0;0;0
13;Kyiv (city);27.01.20;0;0;0
13;Kyiv (city);28.01.20;0;0;0
13;Kyiv (city);29.01.20;0;0;0
13;Kyiv (city);30.01.20;0;0;0
13;Kyiv (city);31.01.20;0;0;0
13;Kyiv (city);01.02.20;0;0;0
13;Kyiv (city);02.02.20;0;0;0
13;Kyiv (city);03.02.20;0;0;0
13;Kyiv (city);04.02.20;0;0;0
13;Kyiv (city);05.02.20;0;0;0
13;Kyiv (city);06.02.20;0;0;0
13;Kyiv (city);07.02.20;0;0;0
13;Kyiv (city);08.02.20;0;0;0
13;Kyiv (city);09.02.20;0;0;0
13;Kyiv (city);10.02.20;0;0;0
13;Kyiv (city);11.02.20;0;0;0
13;Kyiv (city);12.02.20;0;0;0
13;Kyiv (city);13.02.20;0;0;0
13;Kyiv (city);14.02.20;0;0;0
13;Kyiv (city);15.02.20;0;0;0
13;Kyiv (city);16.02.20;0;0;0
13;Kyiv (city);17.02.20;0;0;0
13;Kyiv (city);18.02.20;0;0;0
13;Kyiv (city);19.02.20;0;0;0
13;Kyiv (city);20.02.20;0;0;0
13;Kyiv (city);21.02.20;0;0;0
13;Kyiv (city);22.02.20;0;0;0
13;Kyiv (city);23.02.20;0;0;0
13;Kyiv (city);24.02.20;0;0;0
13;Kyiv (city);25.02.20;0;0;0
13;Kyiv (city);26.02.20;0;0;0
13;Kyiv (city);27.02.20;0;0;0
13;Kyiv (city);28.02.20;0;0;0
13;Kyiv (city);29.02.20;0;0;0
13;Kyiv (city);01.03.20;0;0;0
13;Kyiv (city);02.03.20;0;0;0
13;Kyiv (city);03.03.20;0;0;0
13;Kyiv (city);04.03.20;1;0;0
13;Kyiv (city);05.03.20;0;0;0
13;Kyiv (city);06.03.20;1;0;0
13;Kyiv (city);07.03.20;1;0;0
13;Kyiv (city);08.03.20;0;0;0
13;Kyiv (city);09.03.20;0;0;0
13;Kyiv (city);10.03.20;0;0;0
13;Kyiv (city);11.03.20;0;0;0
13;Kyiv (city);12.03.20;0;0;0
13;Kyiv (city);13.03.20;0;0;0
13;Kyiv (city);14.03.20;2;0;0
13;Kyiv (city);15.03.20;1;0;0
13;Kyiv (city);16.03.20;0;0;0
13;Kyiv (city);17.03.20;1;0;0
13;Kyiv (city);18.03.20;0;0;0
13;Kyiv (city);19.03.20;2;0;0
13;Kyiv (city);20.03.20;11;0;0
13;Kyiv (city);21.03.20;13;0;0
13;Kyiv (city);22.03.20;5;0;0
13;Kyiv (city);23.03.20;9;0;0
13;Kyiv (city);24.03.20;7;0;0
13;Kyiv (city);25.03.20;14;0;0
13;Kyiv (city);26.03.20;16;0;0
13;Kyiv (city);27.03.20;11;0;0
13;Kyiv (city);28.03.20;8;0;0
13;Kyiv (city);29.03.20;27;1;0
13;Kyiv (city);30.03.20;8;0;0
13;Kyiv (city);31.03.20;29;1;0
13;Kyiv (city);01.04.20;55;0;0
13;Kyiv (city);02.04.20;18;1;0
13;Kyiv (city);03.04.20;38;1;0
13;Kyiv (city);04.04.20;22;0;0
13;Kyiv (city);05.04.20;21;1;0
13;Kyiv (city);06.04.20;17;1;0
13;Kyiv (city);07.04.20;23;0;0
13;Kyiv (city);08.04.20;63;1;0
13;Kyiv (city);09.04.20;27;0;0
13;Kyiv (city);10.04.20;76;1;0
13;Kyiv (city);11.04.20;28;0;0
13;Kyiv (city);12.04.20;67;2;0
13;Kyiv (city);13.04.20;22;2;1
13;Kyiv (city);14.04.20;43;0;0
13;Kyiv (city);15.04.20;72;1;25
13;Kyiv (city);16.04.20;112;0;3
13;Kyiv (city);17.04.20;59;3;2
13;Kyiv (city);18.04.20;60;1;1
13;Kyiv (city);19.04.20;60;2;1
13;Kyiv (city);20.04.20;45;2;0
13;Kyiv (city);21.04.20;31;0;6
13;Kyiv (city);22.04.20;78;0;7
13;Kyiv (city);23.04.20;47;0;8
13;Kyiv (city);24.04.20;59;2;7
13;Kyiv (city);25.04.20;24;0;0
13;Kyiv (city);26.04.20;33;1;0
13;Kyiv (city);27.04.20;39;1;4
13;Kyiv (city);28.04.20;62;0;6
13;Kyiv (city);29.04.20;61;1;7
13;Kyiv (city);30.04.20;38;0;6
13;Kyiv (city);01.05.20;14;0;1
13;Kyiv (city);02.05.20;12;1;1
13;Kyiv (city);03.05.20;64;1;0
13;Kyiv (city);04.05.20;55;1;11
13;Kyiv (city);05.05.20;53;1;8
13;Kyiv (city);06.05.20;11;1;12
13;Kyiv (city);07.05.20;62;3;19
13;Kyiv (city);08.05.20;62;1;8
13;Kyiv (city);09.05.20;45;3;4
13;Kyiv (city);10.05.20;97;0;1
13;Kyiv (city);11.05.20;32;2;1
13;Kyiv (city);12.05.20;51;2;34
13;Kyiv (city);13.05.20;64;2;20
13;Kyiv (city);14.05.20;70;3;14
13;Kyiv (city);15.05.20;98;2;20
13;Kyiv (city);16.05.20;90;3;2
13;Kyiv (city);17.05.20;46;2;2
13;Kyiv (city);18.05.20;7;3;62
13;Kyiv (city);19.05.20;37;1;20
13;Kyiv (city);20.05.20;67;2;13
13;Kyiv (city);21.05.20;17;0;24
13;Kyiv (city);22.05.20;61;0;15
13;Kyiv (city);23.05.20;62;1;9
13;Kyiv (city);24.05.20;44;2;4
13;Kyiv (city);25.05.20;34;2;31
13;Kyiv (city);26.05.20;66;1;50
13;Kyiv (city);27.05.20;58;0;110
13;Kyiv (city);28.05.20;94;1;45
13;Kyiv (city);29.05.20;98;2;40
13;Kyiv (city);30.05.20;49;0;27
13;Kyiv (city);31.05.20;39;2;13
13;Kyiv (city);01.06.20;57;1;44
13;Kyiv (city);02.06.20;80;0;38
13;Kyiv (city);03.06.20;60;0;93
13;Kyiv (city);04.06.20;84;5;28
13;Kyiv (city);05.06.20;59;0;13
13;Kyiv (city);06.06.20;67;2;0
13;Kyiv (city);07.06.20;81;1;0
13;Kyiv (city);08.06.20;59;2;38
13;Kyiv (city);09.06.20;50;1;60
13;Kyiv (city);10.06.20;71;3;67
13;Kyiv (city);11.06.20;46;2;79
13;Kyiv (city);12.06.20;39;2;31
13;Kyiv (city);13.06.20;22;1;0
13;Kyiv (city);14.06.20;13;2;0
14;Mykolaiv;22.01.20;0;0;0
14;Mykolaiv;23.01.20;0;0;0
14;Mykolaiv;24.01.20;0;0;0
14;Mykolaiv;25.01.20;0;0;0
14;Mykolaiv;26.01.20;0;0;0
14;Mykolaiv;27.01.20;0;0;0
14;Mykolaiv;28.01.20;0;0;0
14;Mykolaiv;29.01.20;0;0;0
14;Mykolaiv;30.01.20;0;0;0
14;Mykolaiv;31.01.20;0;0;0
14;Mykolaiv;01.02.20;0;0;0
14;Mykolaiv;02.02.20;0;0;0
14;Mykolaiv;03.02.20;0;0;0
14;Mykolaiv;04.02.20;0;0;0
14;Mykolaiv;05.02.20;0;0;0
14;Mykolaiv;06.02.20;0;0;0
14;Mykolaiv;07.02.20;0;0;0
14;Mykolaiv;08.02.20;0;0;0
14;Mykolaiv;09.02.20;0;0;0
14;Mykolaiv;10.02.20;0;0;0
14;Mykolaiv;11.02.20;0;0;0
14;Mykolaiv;12.02.20;0;0;0
14;Mykolaiv;13.02.20;0;0;0
14;Mykolaiv;14.02.20;0;0;0
14;Mykolaiv;15.02.20;0;0;0
14;Mykolaiv;16.02.20;0;0;0
14;Mykolaiv;17.02.20;0;0;0
14;Mykolaiv;18.02.20;0;0;0
14;Mykolaiv;19.02.20;0;0;0
14;Mykolaiv;20.02.20;0;0;0
14;Mykolaiv;21.02.20;0;0;0
14;Mykolaiv;22.02.20;0;0;0
14;Mykolaiv;23.02.20;0;0;0
14;Mykolaiv;24.02.20;0;0;0
14;Mykolaiv;25.02.20;0;0;0
14;Mykolaiv;26.02.20;0;0;0
14;Mykolaiv;27.02.20;0;0;0
14;Mykolaiv;28.02.20;0;0;0
14;Mykolaiv;29.02.20;0;0;0
14;Mykolaiv;01.03.20;0;0;0
14;Mykolaiv;02.03.20;0;0;0
14;Mykolaiv;03.03.20;0;0;0
14;Mykolaiv;04.03.20;0;0;0
14;Mykolaiv;05.03.20;0;0;0
14;Mykolaiv;06.03.20;0;0;0
14;Mykolaiv;07.03.20;0;0;0
14;Mykolaiv;08.03.20;0;0;0
14;Mykolaiv;09.03.20;0;0;0
14;Mykolaiv;10.03.20;0;0;0
14;Mykolaiv;11.03.20;0;0;0
14;Mykolaiv;12.03.20;0;0;0
