Number;Region;data;confirmed;dead;recovered
5;Zhytomyr;28.03.20;0;0;0
5;Zhytomyr;29.03.20;0;0;0
5;Zhytomyr;30.03.20;0;0;0
5;Zhytomyr;31.03.20;0;1;0
5;Zhytomyr;01.04.20;1;0;0
5;Zhytomyr;02.04.20;0;0;0
5;Zhytomyr;03.04.20;3;0;0
5;Zhytomyr;04.04.20;2;1;0
5;Zhytomyr;05.04.20;0;0;0
5;Zhytomyr;06.04.20;3;0;0
5;Zhytomyr;07.04.20;13;0;0
5;Zhytomyr;08.04.20;4;0;0
5;Zhytomyr;09.04.20;10;1;0
5;Zhytomyr;10.04.20;33;0;0
5;Zhytomyr;11.04.20;20;0;0
5;Zhytomyr;12.04.20;0;0;0
5;Zhytomyr;13.04.20;18;0;0
5;Zhytomyr;14.04.20;22;1;1
5;Zhytomyr;15.04.20;28;0;0
5;Zhytomyr;16.04.20;16;0;1
5;Zhytomyr;17.04.20;20;0;0
5;Zhytomyr;18.04.20;14;0;1
5;Zhytomyr;19.04.20;15;2;1
5;Zhytomyr;20.04.20;44;0;0
5;Zhytomyr;21.04.20;17;0;0
5;Zhytomyr;22.04.20;17;0;0
5;Zhytomyr;23.04.20;5;1;4
5;Zhytomyr;24.04.20;28;0;3
5;Zhytomyr;25.04.20;12;0;3
5;Zhytomyr;26.04.20;3;0;0
5;Zhytomyr;27.04.20;4;1;5
5;Zhytomyr;28.04.20;3;0;8
5;Zhytomyr;29.04.20;18;2;3
5;Zhytomyr;30.04.20;16;0;2
5;Zhytomyr;01.05.20;3;0;0
5;Zhytomyr;02.05.20;30;0;6
5;Zhytomyr;03.05.20;7;0;1
5;Zhytomyr;04.05.20;17;0;0
5;Zhytomyr;05.05.20;7;1;4
5;Zhytomyr;06.05.20;22;0;3
5;Zhytomyr;07.05.20;4;0;4
5;Zhytomyr;08.05.20;5;0;7
5;Zhytomyr;09.05.20;34;0;3
5;Zhytomyr;10.05.20;5;0;5
5;Zhytomyr;11.05.20;2;1;8
5;Zhytomyr;12.05.20;5;0;17
5;Zhytomyr;13.05.20;3;0;19
5;Zhytomyr;14.05.20;6;0;30
5;Zhytomyr;15.05.20;2;0;17
5;Zhytomyr;16.05.20;6;0;10
5;Zhytomyr;17.05.20;18;0;21
5;Zhytomyr;18.05.20;9;0;35
5;Zhytomyr;19.05.20;10;0;36
5;Zhytomyr;20.05.20;7;1;30
5;Zhytomyr;21.05.20;16;0;26
5;Zhytomyr;22.05.20;12;0;8
5;Zhytomyr;23.05.20;9;0;9
5;Zhytomyr;24.05.20;15;1;31
5;Zhytomyr;25.05.20;5;0;35
5;Zhytomyr;26.05.20;13;0;28
5;Zhytomyr;27.05.20;13;0;19
5;Zhytomyr;28.05.20;22;0;19
5;Zhytomyr;29.05.20;26;0;5
5;Zhytomyr;30.05.20;24;0;9
5;Zhytomyr;31.05.20;4;0;3
5;Zhytomyr;01.06.20;32;0;0
5;Zhytomyr;02.06.20;19;0;1
5;Zhytomyr;03.06.20;36;1;12
5;Zhytomyr;04.06.20;29;0;6
5;Zhytomyr;05.06.20;9;0;4
5;Zhytomyr;06.06.20;11;1;2
5;Zhytomyr;07.06.20;16;1;6
5;Zhytomyr;08.06.20;39;0;0
5;Zhytomyr;09.06.20;30;0;15
5;Zhytomyr;10.06.20;31;0;6
5;Zhytomyr;11.06.20;9;0;14
5;Zhytomyr;12.06.20;21;1;2
5;Zhytomyr;13.06.20;14;1;0
5;Zhytomyr;14.06.20;37;0;0
6;Zakarpattia;22.01.20;0;0;0
6;Zakarpattia;23.01.20;0;0;0
6;Zakarpattia;24.01.20;0;0;0
6;Zakarpattia;25.01.20;0;0;0
6;Zakarpattia;26.01.20;0;0;0
6;Zakarpattia;27.01.20;0;0;0
6;Zakarpattia;28.01.20;0;0;0
6;Zakarpattia;29.01.20;0;0;0
6;Zakarpattia;30.01.20;0;0;0
6;Zakarpattia;31.01.20;0;0;0
6;Zakarpattia;01.02.20;0;0;0
6;Zakarpattia;02.02.20;0;0;0
6;Zakarpattia;03.02.20;0;0;0
6;Zakarpattia;04.02.20;0;0;0
6;Zakarpattia;05.02.20;0;0;0
6;Zakarpattia;06.02.20;0;0;0
6;Zakarpattia;07.02.20;0;0;0
6;Zakarpattia;08.02.20;0;0;0
6;Zakarpattia;09.02.20;0;0;0
6;Zakarpattia;10.02.20;0;0;0
6;Zakarpattia;11.02.20;0;0;0
6;Zakarpattia;12.02.20;0;0;0
6;Zakarpattia;13.02.20;0;0;0
6;Zakarpattia;14.02.20;0;0;0
6;Zakarpattia;15.02.20;0;0;0
6;Zakarpattia;16.02.20;0;0;0
6;Zakarpattia;17.02.20;0;0;0
6;Zakarpattia;18.02.20;0;0;0
6;Zakarpattia;19.02.20;0;0;0
6;Zakarpattia;20.02.20;0;0;0
6;Zakarpattia;21.02.20;0;0;0
6;Zakarpattia;22.02.20;0;0;0
6;Zakarpattia;23.02.20;0;0;0
6;Zakarpattia;24.02.20;0;0;0
6;Zakarpattia;25.02.20;0;0;0
6;Zakarpattia;26.02.20;0;0;0
6;Zakarpattia;27.02.20;0;0;0
6;Zakarpattia;28.02.20;0;0;0
6;Zakarpattia;29.02.20;0;0;0
6;Zakarpattia;01.03.20;0;0;0
6;Zakarpattia;02.03.20;0;0;0
6;Zakarpattia;03.03.20;0;0;0
6;Zakarpattia;04.03.20;0;0;0
6;Zakarpattia;05.03.20;0;0;0
6;Zakarpattia;06.03.20;0;0;0
6;Zakarpattia;07.03.20;0;0;0
6;Zakarpattia;08.03.20;0;0;0
6;Zakarpattia;09.03.20;0;0;0
6;Zakarpattia;10.03.20;0;0;0
6;Zakarpattia;11.03.20;0;0;0
6;Zakarpattia;12.03.20;0;0;0
6;Zakarpattia;13.03.20;0;0;0
6;Zakarpattia;14.03.20;0;0;0
6;Zakarpattia;15.03.20;0;0;0
6;Zakarpattia;16.03.20;0;0;0
6;Zakarpattia;17.03.20;0;0;0
6;Zakarpattia;18.03.20;0;0;0
6;Zakarpattia;19.03.20;0;0;0
6;Zakarpattia;20.03.20;0;0;0
6;Zakarpattia;21.03.20;0;0;0
6;Zakarpattia;22.03.20;0;0;0
6;Zakarpattia;23.03.20;0;0;0
6;Zakarpattia;24.03.20;0;0;0
6;Zakarpattia;25.03.20;0;0;0
6;Zakarpattia;26.03.20;1;0;0
6;Zakarpattia;27.03.20;0;0;0
6;Zakarpattia;28.03.20;19;0;0
6;Zakarpattia;29.03.20;0;0;0
6;Zakarpattia;30.03.20;1;0;0
6;Zakarpattia;31.03.20;1;0;0
6;Zakarpattia;01.04.20;0;0;0
6;Zakarpattia;02.04.20;2;0;0
6;Zakarpattia;03.04.20;3;0;0
6;Zakarpattia;04.04.20;1;0;0
6;Zakarpattia;05.04.20;7;1;0
6;Zakarpattia;06.04.20;6;1;1
6;Zakarpattia;07.04.20;2;0;0
6;Zakarpattia;08.04.20;8;0;1
6;Zakarpattia;09.04.20;5;1;2
6;Zakarpattia;10.04.20;23;1;2
6;Zakarpattia;11.04.20;8;0;1
6;Zakarpattia;12.04.20;7;0;0
6;Zakarpattia;13.04.20;7;0;9
6;Zakarpattia;14.04.20;11;0;0
6;Zakarpattia;15.04.20;28;0;0
6;Zakarpattia;16.04.20;15;0;0
6;Zakarpattia;17.04.20;19;2;3
6;Zakarpattia;18.04.20;19;0;0
6;Zakarpattia;19.04.20;9;0;0
6;Zakarpattia;20.04.20;9;0;0
6;Zakarpattia;21.04.20;18;0;0
6;Zakarpattia;22.04.20;10;0;4
6;Zakarpattia;23.04.20;39;0;11
6;Zakarpattia;24.04.20;19;1;5
6;Zakarpattia;25.04.20;50;0;0
6;Zakarpattia;26.04.20;39;0;4
6;Zakarpattia;27.04.20;23;2;12
6;Zakarpattia;28.04.20;9;0;2
6;Zakarpattia;29.04.20;20;0;8
6;Zakarpattia;30.04.20;37;0;12
6;Zakarpattia;01.05.20;39;1;8
6;Zakarpattia;02.05.20;16;0;4
6;Zakarpattia;03.05.20;19;0;7
6;Zakarpattia;04.05.20;17;2;4
6;Zakarpattia;05.05.20;15;2;8
6;Zakarpattia;06.05.20;38;0;12
6;Zakarpattia;07.05.20;42;0;3
6;Zakarpattia;08.05.20;31;1;9
6;Zakarpattia;09.05.20;30;2;3
6;Zakarpattia;10.05.20;30;0;6
6;Zakarpattia;11.05.20;25;1;1
6;Zakarpattia;12.05.20;12;1;24
6;Zakarpattia;13.05.20;21;2;14
6;Zakarpattia;14.05.20;17;0;13
6;Zakarpattia;15.05.20;67;1;43
6;Zakarpattia;16.05.20;4;2;22
6;Zakarpattia;17.05.20;13;0;22
6;Zakarpattia;18.05.20;4;0;20
6;Zakarpattia;19.05.20;44;0;27
6;Zakarpattia;20.05.20;43;0;31
6;Zakarpattia;21.05.20;21;0;23
6;Zakarpattia;22.05.20;42;2;32
6;Zakarpattia;23.05.20;26;0;20
6;Zakarpattia;24.05.20;4;1;2
6;Zakarpattia;25.05.20;15;0;23
6;Zakarpattia;26.05.20;6;0;18
6;Zakarpattia;27.05.20;27;0;21
6;Zakarpattia;28.05.20;33;1;23
6;Zakarpattia;29.05.20;18;0;33
6;Zakarpattia;30.05.20;23;0;6
6;Zakarpattia;31.05.20;7;0;0
6;Zakarpattia;01.06.20;19;0;18
6;Zakarpattia;02.06.20;19;0;23
6;Zakarpattia;03.06.20;32;0;10
6;Zakarpattia;04.06.20;37;0;6
6;Zakarpattia;05.06.20;26;3;13
6;Zakarpattia;06.06.20;57;1;24
6;Zakarpattia;07.06.20;17;0;1
6;Zakarpattia;08.06.20;11;1;1
6;Zakarpattia;09.06.20;38;0;8
6;Zakarpattia;10.06.20;23;4;13
6;Zakarpattia;11.06.20;79;2;6
6;Zakarpattia;12.06.20;26;0;2
6;Zakarpattia;13.06.20;64;2;2
6;Zakarpattia;14.06.20;7;1;0
7;Zaporizhya;22.01.20;0;0;0
7;Zaporizhya;23.01.20;0;0;0
7;Zaporizhya;24.01.20;0;0;0
7;Zaporizhya;25.01.20;0;0;0
7;Zaporizhya;26.01.20;0;0;0
7;Zaporizhya;27.01.20;0;0;0
7;Zaporizhya;28.01.20;0;0;0
7;Zaporizhya;29.01.20;0;0;0
7;Zaporizhya;30.01.20;0;0;0
7;Zaporizhya;31.01.20;0;0;0
7;Zaporizhya;01.02.20;0;0;0
7;Zaporizhya;02.02.20;0;0;0
7;Zaporizhya;03.02.20;0;0;0
7;Zaporizhya;04.02.20;0;0;0
7;Zaporizhya;05.02.20;0;0;0
7;Zaporizhya;06.02.20;0;0;0
7;Zaporizhya;07.02.20;0;0;0
7;Zaporizhya;08.02.20;0;0;0
7;Zaporizhya;09.02.20;0;0;0
7;Zaporizhya;10.02.20;0;0;0
7;Zaporizhya;11.02.20;0;0;0
7;Zaporizhya;12.02.20;0;0;0
7;Zaporizhya;13.02.20;0;0;0
7;Zaporizhya;14.02.20;0;0;0
7;Zaporizhya;15.02.20;0;0;0
7;Zaporizhya;16.02.20;0;0;0
7;Zaporizhya;17.02.20;0;0;0
7;Zaporizhya;18.02.20;0;0;0
7;Zaporizhya;19.02.20;0;0;0
7;Zaporizhya;20.02.20;0;0;0
7;Zaporizhya;21.02.20;0;0;0
7;Zaporizhya;22.02.20;0;0;0
7;Zaporizhya;23.02.20;0;0;0
7;Zaporizhya;24.02.20;0;0;0
7;Zaporizhya;25.02.20;0;0;0
7;Zaporizhya;26.02.20;0;0;0
7;Zaporizhya;27.02.20;0;0;0
7;Zaporizhya;28.02.20;0;0;0
7;Zaporizhya;29.02.20;0;0;0
7;Zaporizhya;01.03.20;0;0;0
7;Zaporizhya;02.03.20;0;0;0
7;Zaporizhya;03.03.20;0;0;0
7;Zaporizhya;04.03.20;0;0;0
7;Zaporizhya;05.03.20;0;0;0
7;Zaporizhya;06.03.20;0;0;0
7;Zaporizhya;07.03.20;0;0;0
7;Zaporizhya;08.03.20;0;0;0
7;Zaporizhya;09.03.20;0;0;0
7;Zaporizhya;10.03.20;0;0;0
7;Zaporizhya;11.03.20;0;0;0
7;Zaporizhya;12.03.20;0;0;0
7;Zaporizhya;13.03.20;0;0;0
7;Zaporizhya;14.03.20;0;0;0
7;Zaporizhya;15.03.20;0;0;0
7;Zaporizhya;16.03.20;0;0;0
7;Zaporizhya;17.03.20;0;0;0
7;Zaporizhya;18.03.20;0;0;0
7;Zaporizhya;19.03.20;0;0;0
7;Zaporizhya;20.03.20;0;0;0
7;Zaporizhya;21.03.20;0;0;0
7;Zaporizhya;22.03.20;0;0;0
7;Zaporizhya;23.03.20;0;0;0
7;Zaporizhya;24.03.20;2;0;0
7;Zaporizhya;25.03.20;6;0;0
7;Zaporizhya;26.03.20;0;0;0
7;Zaporizhya;27.03.20;2;0;0
7;Zaporizhya;28.03.20;1;0;1
7;Zaporizhya;29.03.20;2;0;0
7;Zaporizhya;30.03.20;0;0;0
7;Zaporizhya;31.03.20;6;0;2
7;Zaporizhya;01.04.20;3;0;1
7;Zaporizhya;02.04.20;6;0;2
7;Zaporizhya;03.04.20;4;0;0
7;Zaporizhya;04.04.20;8;0;0
7;Zaporizhya;05.04.20;1;0;0
7;Zaporizhya;06.04.20;3;0;0
7;Zaporizhya;07.04.20;1;0;0
7;Zaporizhya;08.04.20;8;0;1
7;Zaporizhya;09.04.20;1;1;1
7;Zaporizhya;10.04.20;30;0;1
7;Zaporizhya;11.04.20;0;0;2
7;Zaporizhya;12.04.20;4;0;0
7;Zaporizhya;13.04.20;8;1;1
7;Zaporizhya;14.04.20;14;0;0
7;Zaporizhya;15.04.20;8;0;0
7;Zaporizhya;16.04.20;9;0;1
7;Zaporizhya;17.04.20;2;0;4
7;Zaporizhya;18.04.20;3;0;3
7;Zaporizhya;19.04.20;3;0;0
7;Zaporizhya;20.04.20;3;1;0
7;Zaporizhya;21.04.20;8;0;4
7;Zaporizhya;22.04.20;13;1;4
7;Zaporizhya;23.04.20;9;0;9
7;Zaporizhya;24.04.20;15;0;17
7;Zaporizhya;25.04.20;20;1;1
7;Zaporizhya;26.04.20;4;0;0
7;Zaporizhya;27.04.20;17;0;8
7;Zaporizhya;28.04.20;17;0;12
7;Zaporizhya;29.04.20;19;0;12
7;Zaporizhya;30.04.20;10;0;4
7;Zaporizhya;01.05.20;7;0;3
7;Zaporizhya;02.05.20;5;0;0
7;Zaporizhya;03.05.20;6;0;0
7;Zaporizhya;04.05.20;8;0;9
7;Zaporizhya;05.05.20;4;1;1
7;Zaporizhya;06.05.20;11;0;17
7;Zaporizhya;07.05.20;8;1;10
7;Zaporizhya;08.05.20;8;0;11
7;Zaporizhya;09.05.20;2;0;7
7;Zaporizhya;10.05.20;2;1;0
7;Zaporizhya;11.05.20;0;0;2
7;Zaporizhya;12.05.20;11;0;14
7;Zaporizhya;13.05.20;12;0;6
7;Zaporizhya;14.05.20;11;0;15
7;Zaporizhya;15.05.20;14;1;21
7;Zaporizhya;16.05.20;4;0;6
7;Zaporizhya;17.05.20;3;0;1
7;Zaporizhya;18.05.20;6;2;7
7;Zaporizhya;19.05.20;4;0;6
7;Zaporizhya;20.05.20;5;1;5
7;Zaporizhya;21.05.20;3;0;10
7;Zaporizhya;22.05.20;5;0;2
7;Zaporizhya;23.05.20;3;0;1
7;Zaporizhya;24.05.20;4;0;1
7;Zaporizhya;25.05.20;3;0;1
7;Zaporizhya;26.05.20;7;1;5
7;Zaporizhya;27.05.20;3;0;4
7;Zaporizhya;28.05.20;10;0;15
7;Zaporizhya;29.05.20;6;0;6
7;Zaporizhya;30.05.20;3;1;3
7;Zaporizhya;31.05.20;3;0;1
7;Zaporizhya;01.06.20;9;0;7
7;Zaporizhya;02.06.20;6;0;1
7;Zaporizhya;03.06.20;7;0;6
7;Zaporizhya;04.06.20;9;0;5
7;Zaporizhya;05.06.20;10;0;6
7;Zaporizhya;06.06.20;4;0;2
7;Zaporizhya;07.06.20;2;0;0
7;Zaporizhya;08.06.20;2;0;0
7;Zaporizhya;09.06.20;9;1;9
7;Zaporizhya;10.06.20;2;0;1
7;Zaporizhya;11.06.20;6;0;9
7;Zaporizhya;12.06.20;6;1;8
7;Zaporizhya;13.06.20;5;0;0
7;Zaporizhya;14.06.20;1;0;0
8;Ivano-Frankivsk;22.01.20;0;0;0
8;Ivano-Frankivsk;23.01.20;0;0;0
8;Ivano-Frankivsk;24.01.20;0;0;0
8;Ivano-Frankivsk;25.01.20;0;0;0
8;Ivano-Frankivsk;26.01.20;0;0;0
8;Ivano-Frankivsk;27.01.20;0;0;0
8;Ivano-Frankivsk;28.01.20;0;0;0
8;Ivano-Frankivsk;29.01.20;0;0;0
8;Ivano-Frankivsk;30.01.20;0;0;0
8;Ivano-Frankivsk;31.01.20;0;0;0
8;Ivano-Frankivsk;01.02.20;0;0;0
8;Ivano-Frankivsk;02.02.20;0;0;0
8;Ivano-Frankivsk;03.02.20;0;0;0
8;Ivano-Frankivsk;04.02.20;0;0;0
8;Ivano-Frankivsk;05.02.20;0;0;0
8;Ivano-Frankivsk;06.02.20;0;0;0
8;Ivano-Frankivsk;07.02.20;0;0;0
8;Ivano-Frankivsk;08.02.20;0;0;0
8;Ivano-Frankivsk;09.02.20;0;0;0
8;Ivano-Frankivsk;10.02.20;0;0;0
8;Ivano-Frankivsk;11.02.20;0;0;0
8;Ivano-Frankivsk;12.02.20;0;0;0
8;Ivano-Frankivsk;13.02.20;0;0;0
8;Ivano-Frankivsk;14.02.20;0;0;0
8;Ivano-Frankivsk;15.02.20;0;0;0
8;Ivano-Frankivsk;16.02.20;0;0;0
8;Ivano-Frankivsk;17.02.20;0;0;0
8;Ivano-Frankivsk;18.02.20;0;0;0
8;Ivano-Frankivsk;19.02.20;0;0;0
8;Ivano-Frankivsk;20.02.20;0;0;0
8;Ivano-Frankivsk;21.02.20;0;0;0
8;Ivano-Frankivsk;22.02.20;0;0;0
8;Ivano-Frankivsk;23.02.20;0;0;0
8;Ivano-Frankivsk;24.02.20;0;0;0
8;Ivano-Frankivsk;25.02.20;0;0;0
8;Ivano-Frankivsk;26.02.20;0;0;0
8;Ivano-Frankivsk;27.02.20;0;0;0
8;Ivano-Frankivsk;28.02.20;0;0;0
8;Ivano-Frankivsk;29.02.20;0;0;0
8;Ivano-Frankivsk;01.03.20;0;0;0
8;Ivano-Frankivsk;02.03.20;0;0;0
8;Ivano-Frankivsk;03.03.20;0;0;0
8;Ivano-Frankivsk;04.03.20;0;0;0
8;Ivano-Frankivsk;05.03.20;0;0;0
8;Ivano-Frankivsk;06.03.20;0;0;0
8;Ivano-Frankivsk;07.03.20;0;0;0
8;Ivano-Frankivsk;08.03.20;0;0;0
8;Ivano-Frankivsk;09.03.20;0;0;0
8;Ivano-Frankivsk;10.03.20;0;0;0
8;Ivano-Frankivsk;11.03.20;0;0;0
8;Ivano-Frankivsk;12.03.20;0;0;0
8;Ivano-Frankivsk;13.03.20;0;0;0
8;Ivano-Frankivsk;14.03.20;0;0;0
8;Ivano-Frankivsk;15.03.20;0;0;0
8;Ivano-Frankivsk;16.03.20;0;0;0
8;Ivano-Frankivsk;17.03.20;0;1;0
8;Ivano-Frankivsk;18.03.20;0;0;0
8;Ivano-Frankivsk;19.03.20;1;0;0
8;Ivano-Frankivsk;20.03.20;1;0;0
8;Ivano-Frankivsk;21.03.20;0;0;0
8;Ivano-Frankivsk;22.03.20;3;0;0
8;Ivano-Frankivsk;23.03.20;0;1;0
8;Ivano-Frankivsk;24.03.20;0;1;0
8;Ivano-Frankivsk;25.03.20;11;0;0
8;Ivano-Frankivsk;26.03.20;8;0;0
8;Ivano-Frankivsk;27.03.20;4;0;0
8;Ivano-Frankivsk;28.03.20;13;0;0
8;Ivano-Frankivsk;29.03.20;0;0;0
8;Ivano-Frankivsk;30.03.20;5;2;0
8;Ivano-Frankivsk;31.03.20;21;1;1
8;Ivano-Frankivsk;01.04.20;11;0;0
8;Ivano-Frankivsk;02.04.20;17;0;0
8;Ivano-Frankivsk;03.04.20;5;1;2
8;Ivano-Frankivsk;04.04.20;16;1;1
8;Ivano-Frankivsk;05.04.20;36;2;0
8;Ivano-Frankivsk;06.04.20;43;8;0
8;Ivano-Frankivsk;07.04.20;15;4;0
8;Ivano-Frankivsk;08.04.20;67;1;1
8;Ivano-Frankivsk;09.04.20;8;6;1
8;Ivano-Frankivsk;10.04.20;35;0;5
8;Ivano-Frankivsk;11.04.20;37;2;1
8;Ivano-Frankivsk;12.04.20;4;2;0
8;Ivano-Frankivsk;13.04.20;20;0;1
8;Ivano-Frankivsk;14.04.20;51;1;3
8;Ivano-Frankivsk;15.04.20;30;3;3
8;Ivano-Frankivsk;16.04.20;34;1;3
8;Ivano-Frankivsk;17.04.20;16;3;12
8;Ivano-Frankivsk;18.04.20;49;2;4
8;Ivano-Frankivsk;19.04.20;35;2;6
8;Ivano-Frankivsk;20.04.20;15;2;14
8;Ivano-Frankivsk;21.04.20;48;5;9
8;Ivano-Frankivsk;22.04.20;42;1;6
8;Ivano-Frankivsk;23.04.20;14;1;2
8;Ivano-Frankivsk;24.04.20;36;0;52
8;Ivano-Frankivsk;25.04.20;37;0;0
8;Ivano-Frankivsk;26.04.20;1;0;0
8;Ivano-Frankivsk;27.04.20;53;4;16
8;Ivano-Frankivsk;28.04.20;22;0;3
8;Ivano-Frankivsk;29.04.20;36;3;5
8;Ivano-Frankivsk;30.04.20;26;0;97
8;Ivano-Frankivsk;01.05.20;36;0;2
8;Ivano-Frankivsk;02.05.20;19;0;2
8;Ivano-Frankivsk;03.05.20;18;1;0
8;Ivano-Frankivsk;04.05.20;29;0;64
8;Ivano-Frankivsk;05.05.20;23;1;42
8;Ivano-Frankivsk;06.05.20;18;0;7
8;Ivano-Frankivsk;07.05.20;23;0;66
8;Ivano-Frankivsk;08.05.20;17;1;40
8;Ivano-Frankivsk;09.05.20;28;1;8
8;Ivano-Frankivsk;10.05.20;2;2;1
8;Ivano-Frankivsk;11.05.20;4;0;3
8;Ivano-Frankivsk;12.05.20;16;1;32
8;Ivano-Frankivsk;13.05.20;28;2;23
8;Ivano-Frankivsk;14.05.20;21;1;1
8;Ivano-Frankivsk;15.05.20;12;0;22
8;Ivano-Frankivsk;16.05.20;17;2;6
8;Ivano-Frankivsk;17.05.20;4;0;3
8;Ivano-Frankivsk;18.05.20;14;1;7
8;Ivano-Frankivsk;19.05.20;9;0;20
8;Ivano-Frankivsk;20.05.20;10;0;28
8;Ivano-Frankivsk;21.05.20;6;0;25
8;Ivano-Frankivsk;22.05.20;11;0;23
8;Ivano-Frankivsk;23.05.20;3;0;24
8;Ivano-Frankivsk;24.05.20;5;0;0
8;Ivano-Frankivsk;25.05.20;31;2;34
8;Ivano-Frankivsk;26.05.20;12;1;35
8;Ivano-Frankivsk;27.05.20;10;4;39
8;Ivano-Frankivsk;28.05.20;29;1;27
8;Ivano-Frankivsk;29.05.20;32;1;8
8;Ivano-Frankivsk;30.05.20;34;2;41
8;Ivano-Frankivsk;31.05.20;20;0;0
8;Ivano-Frankivsk;01.06.20;18;0;4
8;Ivano-Frankivsk;02.06.20;21;2;28
8;Ivano-Frankivsk;03.06.20;22;1;7
8;Ivano-Frankivsk;04.06.20;41;0;1
8;Ivano-Frankivsk;05.06.20;13;0;25
8;Ivano-Frankivsk;06.06.20;21;0;47
8;Ivano-Frankivsk;07.06.20;7;2;0
8;Ivano-Frankivsk;08.06.20;22;1;3
8;Ivano-Frankivsk;09.06.20;22;0;0
8;Ivano-Frankivsk;10.06.20;28;0;2
8;Ivano-Frankivsk;11.06.20;14;0;7
8;Ivano-Frankivsk;12.06.20;35;0;0
8;Ivano-Frankivsk;13.06.20;27;0;11
8;Ivano-Frankivsk;14.06.20;10;0;15
9;Kyiv;22.01.20;0;0;0
9;Kyiv;23.01.20;0;0;0
9;Kyiv;24.01.20;0;0;0
9;Kyiv;25.01.20;0;0;0
9;Kyiv;26.01.20;0;0;0
9;Kyiv;27.01.20;0;0;0
9;Kyiv;28.01.20;0;0;0
9;Kyiv;29.01.20;0;0;0
9;Kyiv;30.01.20;0;0;0
9;Kyiv;31.01.20;0;0;0
9;Kyiv;01.02.20;0;0;0
9;Kyiv;02.02.20;0;0;0
9;Kyiv;03.02.20;0;0;0
9;Kyiv;04.02.20;0;0;0
9;Kyiv;05.02.20;0;0;0
9;Kyiv;06.02.20;0;0;0
9;Kyiv;07.02.20;0;0;0
9;Kyiv;08.02.20;0;0;0
9;Kyiv;09.02.20;0;0;0
9;Kyiv;10.02.20;0;0;0
9;Kyiv;11.02.20;0;0;0
9;Kyiv;12.02.20;0;0;0
9;Kyiv;13.02.20;0;0;0
9;Kyiv;14.02.20;0;0;0
9;Kyiv;15.02.20;0;0;0
9;Kyiv;16.02.20;0;0;0
9;Kyiv;17.02.20;0;0;0
9;Kyiv;18.02.20;0;0;0
9;Kyiv;19.02.20;0;0;0
9;Kyiv;20.02.20;0;0;0
9;Kyiv;21.02.20;0;0;0
9;Kyiv;22.02.20;0;0;0
9;Kyiv;23.02.20;0;0;0
9;Kyiv;24.02.20;0;0;0
9;Kyiv;25.02.20;0;0;0
9;Kyiv;26.02.20;0;0;0
9;Kyiv;27.02.20;0;0;0
9;Kyiv;28.02.20;0;0;0
9;Kyiv;29.02.20;0;0;0
9;Kyiv;01.03.20;0;0;0
9;Kyiv;02.03.20;0;0;0
9;Kyiv;03.03.20;0;0;0
9;Kyiv;04.03.20;0;0;0
9;Kyiv;05.03.20;0;0;0
9;Kyiv;06.03.20;0;0;0
9;Kyiv;07.03.20;0;0;0
9;Kyiv;08.03.20;0;0;0
9;Kyiv;09.03.20;0;0;0
9;Kyiv;10.03.20;0;0;0
9;Kyiv;11.03.20;0;0;0
9;Kyiv;12.03.20;0;0;0
9;Kyiv;13.03.20;0;0;0
9;Kyiv;14.03.20;0;0;0
9;Kyiv;15.03.20;0;0;0
9;Kyiv;16.03.20;0;0;0
9;Kyiv;17.03.20;1;0;0
9;Kyiv;18.03.20;1;0;0
9;Kyiv;19.03.20;0;0;0
9;Kyiv;20.03.20;2;0;0
9;Kyiv;21.03.20;0;0;0
9;Kyiv;22.03.20;0;0;0
9;Kyiv;23.03.20;11;0;0
9;Kyiv;24.03.20;5;0;0
9;Kyiv;25.03.20;0;0;0
9;Kyiv;26.03.20;6;0;0
9;Kyiv;27.03.20;8;0;0
9;Kyiv;28.03.20;4;0;0
9;Kyiv;29.03.20;3;0;0
9;Kyiv;30.03.20;2;1;1
9;Kyiv;31.03.20;4;0;0
9;Kyiv;01.04.20;8;0;0
9;Kyiv;02.04.20;4;1;2
9;Kyiv;03.04.20;2;0;0
9;Kyiv;04.04.20;10;0;0
9;Kyiv;05.04.20;10;1;0
9;Kyiv;06.04.20;5;0;0
9;Kyiv;07.04.20;19;0;0
9;Kyiv;08.04.20;10;1;3
9;Kyiv;09.04.20;10;0;0
9;Kyiv;10.04.20;12;0;4
9;Kyiv;11.04.20;66;0;1
9;Kyiv;12.04.20;4;1;0
9;Kyiv;13.04.20;10;1;2
9;Kyiv;14.04.20;4;1;2
9;Kyiv;15.04.20;25;0;0
9;Kyiv;16.04.20;17;0;3
9;Kyiv;17.04.20;24;1;6
9;Kyiv;18.04.20;13;1;1
9;Kyiv;19.04.20;40;0;4
9;Kyiv;20.04.20;30;1;2
9;Kyiv;21.04.20;27;0;5
9;Kyiv;22.04.20;62;0;1
9;Kyiv;23.04.20;37;0;12
9;Kyiv;24.04.20;11;0;1
9;Kyiv;25.04.20;25;0;6
9;Kyiv;26.04.20;44;1;9
9;Kyiv;27.04.20;32;0;16
9;Kyiv;28.04.20;40;2;1
9;Kyiv;29.04.20;10;3;9
9;Kyiv;30.04.20;52;0;2
9;Kyiv;01.05.20;17;0;1
9;Kyiv;02.05.20;53;0;2
9;Kyiv;03.05.20;38;0;4
9;Kyiv;04.05.20;36;0;4
