'Number','Region','Date','Confirmed','Dead','Recovered'
20,'Kharkiv',2020-04-30,28,1,17
20,'Kharkiv',2020-05-01,41,1,1
20,'Kharkiv',2020-05-02,27,2,1
20,'Kharkiv',2020-05-03,12,1,0
20,'Kharkiv',2020-05-04,23,2,15
20,'Kharkiv',2020-05-05,41,0,17
20,'Kharkiv',2020-05-06,37,0,5
20,'Kharkiv',2020-05-07,32,3,12
20,'Kharkiv',2020-05-08,50,1,17
20,'Kharkiv',2020-05-09,40,2,10
20,'Kharkiv',2020-05-10,25,3,3
20,'Kharkiv',2020-05-11,26,1,15
20,'Kharkiv',2020-05-12,49,0,15
20,'Kharkiv',2020-05-13,39,2,21
20,'Kharkiv',2020-05-14,44,1,15
20,'Kharkiv',2020-05-15,16,4,33
20,'Kharkiv',2020-05-16,12,2,16
20,'Kharkiv',2020-05-17,2,0,5
20,'Kharkiv',2020-05-18,26,1,33
20,'Kharkiv',2020-05-19,19,2,23
20,'Kharkiv',2020-05-20,19,2,43
20,'Kharkiv',2020-05-21,15,1,24
20,'Kharkiv',2020-05-22,30,2,29
20,'Kharkiv',2020-05-23,16,0,14
20,'Kharkiv',2020-05-24,2,2,0
20,'Kharkiv',2020-05-25,32,1,37
20,'Kharkiv',2020-05-26,15,0,40
20,'Kharkiv',2020-05-27,22,1,17
20,'Kharkiv',2020-05-28,26,3,8
20,'Kharkiv',2020-05-29,31,1,29
20,'Kharkiv',2020-05-30,25,1,22
20,'Kharkiv',2020-05-31,14,0,0
20,'Kharkiv',2020-06-01,23,1,18
20,'Kharkiv',2020-06-02,26,0,7
20,'Kharkiv',2020-06-03,34,3,8
20,'Kharkiv',2020-06-04,29,0,15
20,'Kharkiv',2020-06-05,28,0,30
20,'Kharkiv',2020-06-06,30,2,34
20,'Kharkiv',2020-06-07,35,1,3
20,'Kharkiv',2020-06-08,16,0,5
20,'Kharkiv',2020-06-09,33,0,14
20,'Kharkiv',2020-06-10,37,2,15
20,'Kharkiv',2020-06-11,52,1,6
20,'Kharkiv',2020-06-12,54,0,10
20,'Kharkiv',2020-06-13,36,2,8
20,'Kharkiv',2020-06-14,23,0,5
21,'Kherson',2020-01-22,0,0,0
21,'Kherson',2020-01-23,0,0,0
21,'Kherson',2020-01-24,0,0,0
21,'Kherson',2020-01-25,0,0,0
21,'Kherson',2020-01-26,0,0,0
21,'Kherson',2020-01-27,0,0,0
21,'Kherson',2020-01-28,0,0,0
21,'Kherson',2020-01-29,0,0,0
21,'Kherson',2020-01-30,0,0,0
21,'Kherson',2020-01-31,0,0,0
21,'Kherson',2020-02-01,0,0,0
21,'Kherson',2020-02-02,0,0,0
21,'Kherson',2020-02-03,0,0,0
21,'Kherson',2020-02-04,0,0,0
21,'Kherson',2020-02-05,0,0,0
21,'Kherson',2020-02-06,0,0,0
21,'Kherson',2020-02-07,0,0,0
21,'Kherson',2020-02-08,0,0,0
21,'Kherson',2020-02-09,0,0,0
21,'Kherson',2020-02-10,0,0,0
21,'Kherson',2020-02-11,0,0,0
21,'Kherson',2020-02-12,0,0,0
21,'Kherson',2020-02-13,0,0,0
21,'Kherson',2020-02-14,0,0,0
21,'Kherson',2020-02-15,0,0,0
21,'Kherson',2020-02-16,0,0,0
21,'Kherson',2020-02-17,0,0,0
21,'Kherson',2020-02-18,0,0,0
21,'Kherson',2020-02-19,0,0,0
21,'Kherson',2020-02-20,0,0,0
21,'Kherson',2020-02-21,0,0,0
21,'Kherson',2020-02-22,0,0,0
21,'Kherson',2020-02-23,0,0,0
21,'Kherson',2020-02-24,0,0,0
21,'Kherson',2020-02-25,0,0,0
21,'Kherson',2020-02-26,0,0,0
21,'Kherson',2020-02-27,0,0,0
21,'Kherson',2020-02-28,0,0,0
21,'Kherson',2020-02-29,0,0,0
21,'Kherson',2020-03-01,0,0,0
21,'Kherson',2020-03-02,0,0,0
21,'Kherson',2020-03-03,0,0,0
21,'Kherson',2020-03-04,0,0,0
21,'Kherson',2020-03-05,0,0,0
21,'Kherson',2020-03-06,0,0,0
21,'Kherson',2020-03-07,0,0,0
21,'Kherson',2020-03-08,0,0,0
21,'Kherson',2020-03-09,0,0,0
21,'Kherson',2020-03-10,0,0,0
21,'Kherson',2020-03-11,0,0,0
21,'Kherson',2020-03-12,0,0,0
21,'Kherson',2020-03-13,0,0,0
21,'Kherson',2020-03-14,0,0,0
21,'Kherson',2020-03-15,0,0,0
21,'Kherson',2020-03-16,0,0,0
21,'Kherson',2020-03-17,0,0,0
21,'Kherson',2020-03-18,0,0,0
21,'Kherson',2020-03-19,0,0,0
21,'Kherson',2020-03-20,0,0,0
21,'Kherson',2020-03-21,0,0,0
21,'Kherson',2020-03-22,0,0,0
21,'Kherson',2020-03-23,0,0,0
21,'Kherson',2020-03-24,0,0,0
21,'Kherson',2020-03-25,1,0,0
21,'Kherson',2020-03-26,0,0,0
21,'Kherson',2020-03-27,0,0,0
21,'Kherson',2020-03-28,0,0,0
21,'Kherson',2020-03-29,0,0,0
21,'Kherson',2020-03-30,0,0,0
21,'Kherson',2020-03-31,0,1,0
21,'Kherson',2020-04-01,3,0,0
21,'Kherson',2020-04-02,0,0,0
21,'Kherson',2020-04-03,4,0,0
21,'Kherson',2020-04-04,2,0,0
21,'Kherson',2020-04-05,0,0,0
21,'Kherson',2020-04-06,3,0,0
21,'Kherson',2020-04-07,2,0,0
21,'Kherson',2020-04-08,3,0,1
21,'Kherson',2020-04-09,9,0,0
21,'Kherson',2020-04-10,1,0,0
21,'Kherson',2020-04-11,3,0,0
21,'Kherson',2020-04-12,0,0,0
21,'Kherson',2020-04-13,3,0,0
21,'Kherson',2020-04-14,7,0,0
21,'Kherson',2020-04-15,3,0,3
21,'Kherson',2020-04-16,7,0,1
21,'Kherson',2020-04-17,5,0,2
21,'Kherson',2020-04-18,7,0,0
21,'Kherson',2020-04-19,0,0,0
21,'Kherson',2020-04-20,7,0,0
21,'Kherson',2020-04-21,2,0,3
21,'Kherson',2020-04-22,5,0,0
21,'Kherson',2020-04-23,0,0,1
21,'Kherson',2020-04-24,2,0,4
21,'Kherson',2020-04-25,9,0,0
21,'Kherson',2020-04-26,1,0,0
21,'Kherson',2020-04-27,0,0,11
21,'Kherson',2020-04-28,23,0,5
21,'Kherson',2020-04-29,0,1,4
21,'Kherson',2020-04-30,9,0,9
21,'Kherson',2020-05-01,1,0,2
21,'Kherson',2020-05-02,17,0,6
21,'Kherson',2020-05-03,1,0,0
21,'Kherson',2020-05-04,3,0,5
21,'Kherson',2020-05-05,1,0,0
21,'Kherson',2020-05-06,3,0,5
21,'Kherson',2020-05-07,3,0,5
21,'Kherson',2020-05-08,7,0,2
21,'Kherson',2020-05-09,3,0,11
21,'Kherson',2020-05-10,3,0,0
21,'Kherson',2020-05-11,1,0,0
21,'Kherson',2020-05-12,3,0,16
21,'Kherson',2020-05-13,0,0,0
21,'Kherson',2020-05-14,2,0,5
21,'Kherson',2020-05-15,0,0,3
21,'Kherson',2020-05-16,0,0,12
21,'Kherson',2020-05-17,0,0,12
21,'Kherson',2020-05-18,0,0,5
21,'Kherson',2020-05-19,4,0,0
21,'Kherson',2020-05-20,1,0,0
21,'Kherson',2020-05-21,0,0,1
21,'Kherson',2020-05-22,4,0,7
21,'Kherson',2020-05-23,0,0,0
21,'Kherson',2020-05-24,0,0,7
21,'Kherson',2020-05-25,0,0,3
21,'Kherson',2020-05-26,0,1,0
21,'Kherson',2020-05-27,0,0,6
21,'Kherson',2020-05-28,0,0,0
21,'Kherson',2020-05-29,1,0,6
21,'Kherson',2020-05-30,0,0,0
21,'Kherson',2020-05-31,0,0,0
21,'Kherson',2020-06-01,0,0,0
21,'Kherson',2020-06-02,1,0,0
21,'Kherson',2020-06-03,0,0,0
21,'Kherson',2020-06-04,0,0,4
21,'Kherson',2020-06-05,0,0,0
21,'Kherson',2020-06-06,0,0,7
21,'Kherson',2020-06-07,0,0,0
21,'Kherson',2020-06-08,0,0,0
21,'Kherson',2020-06-09,0,0,0
21,'Kherson',2020-06-10,0,0,1
21,'Kherson',2020-06-11,0,0,1
21,'Kherson',2020-06-12,0,0,0
21,'Kherson',2020-06-13,1,0,0
21,'Kherson',2020-06-14,3,0,0
22,'Khmelnytski',2020-01-22,0,0,0
22,'Khmelnytski',2020-01-23,0,0,0
22,'Khmelnytski',2020-01-24,0,0,0
22,'Khmelnytski',2020-01-25,0,0,0
22,'Khmelnytski',2020-01-26,0,0,0
22,'Khmelnytski',2020-01-27,0,0,0
22,'Khmelnytski',2020-01-28,0,0,0
22,'Khmelnytski',2020-01-29,0,0,0
22,'Khmelnytski',2020-01-30,0,0,0
22,'Khmelnytski',2020-01-31,0,0,0
22,'Khmelnytski',2020-02-01,0,0,0
22,'Khmelnytski',2020-02-02,0,0,0
22,'Khmelnytski',2020-02-03,0,0,0
22,'Khmelnytski',2020-02-04,0,0,0
22,'Khmelnytski',2020-02-05,0,0,0
22,'Khmelnytski',2020-02-06,0,0,0
22,'Khmelnytski',2020-02-07,0,0,0
22,'Khmelnytski',2020-02-08,0,0,0
22,'Khmelnytski',2020-02-09,0,0,0
22,'Khmelnytski',2020-02-10,0,0,0
22,'Khmelnytski',2020-02-11,0,0,0
22,'Khmelnytski',2020-02-12,0,0,0
22,'Khmelnytski',2020-02-13,0,0,0
22,'Khmelnytski',2020-02-14,0,0,0
22,'Khmelnytski',2020-02-15,0,0,0
22,'Khmelnytski',2020-02-16,0,0,0
22,'Khmelnytski',2020-02-17,0,0,0
22,'Khmelnytski',2020-02-18,0,0,0
22,'Khmelnytski',2020-02-19,0,0,0
22,'Khmelnytski',2020-02-20,0,0,0
22,'Khmelnytski',2020-02-21,0,0,0
22,'Khmelnytski',2020-02-22,0,0,0
22,'Khmelnytski',2020-02-23,0,0,0
22,'Khmelnytski',2020-02-24,0,0,0
22,'Khmelnytski',2020-02-25,0,0,0
22,'Khmelnytski',2020-02-26,0,0,0
22,'Khmelnytski',2020-02-27,0,0,0
22,'Khmelnytski',2020-02-28,0,0,0
22,'Khmelnytski',2020-02-29,0,0,0
22,'Khmelnytski',2020-03-01,0,0,0
22,'Khmelnytski',2020-03-02,0,0,0
22,'Khmelnytski',2020-03-03,0,0,0
22,'Khmelnytski',2020-03-04,0,0,0
22,'Khmelnytski',2020-03-05,0,0,0
22,'Khmelnytski',2020-03-06,0,0,0
22,'Khmelnytski',2020-03-07,0,0,0
22,'Khmelnytski',2020-03-08,0,0,0
22,'Khmelnytski',2020-03-09,0,0,0
22,'Khmelnytski',2020-03-10,0,0,0
22,'Khmelnytski',2020-03-11,0,0,0
22,'Khmelnytski',2020-03-12,0,0,0
22,'Khmelnytski',2020-03-13,1,0,0
22,'Khmelnytski',2020-03-14,0,0,0
22,'Khmelnytski',2020-03-15,0,0,0
22,'Khmelnytski',2020-03-16,0,0,0
22,'Khmelnytski',2020-03-17,0,0,0
22,'Khmelnytski',2020-03-18,0,0,0
22,'Khmelnytski',2020-03-19,0,0,0
22,'Khmelnytski',2020-03-20,0,0,0
22,'Khmelnytski',2020-03-21,0,0,0
22,'Khmelnytski',2020-03-22,0,0,0
22,'Khmelnytski',2020-03-23,0,0,0
22,'Khmelnytski',2020-03-24,0,0,0
22,'Khmelnytski',2020-03-25,0,0,0
22,'Khmelnytski',2020-03-26,0,0,0
22,'Khmelnytski',2020-03-27,1,0,0
22,'Khmelnytski',2020-03-28,1,0,0
22,'Khmelnytski',2020-03-29,0,0,0
22,'Khmelnytski',2020-03-30,1,0,0
22,'Khmelnytski',2020-03-31,2,0,0
22,'Khmelnytski',2020-04-01,2,0,0
22,'Khmelnytski',2020-04-02,3,0,0
22,'Khmelnytski',2020-04-03,0,0,0
22,'Khmelnytski',2020-04-04,0,0,0
22,'Khmelnytski',2020-04-05,0,0,0
22,'Khmelnytski',2020-04-06,5,0,0
22,'Khmelnytski',2020-04-07,0,1,0
22,'Khmelnytski',2020-04-08,0,0,0
22,'Khmelnytski',2020-04-09,2,0,0
22,'Khmelnytski',2020-04-10,4,0,2
22,'Khmelnytski',2020-04-11,0,1,1
22,'Khmelnytski',2020-04-12,1,0,0
22,'Khmelnytski',2020-04-13,11,0,0
22,'Khmelnytski',2020-04-14,1,0,0
22,'Khmelnytski',2020-04-15,3,0,0
22,'Khmelnytski',2020-04-16,1,0,0
22,'Khmelnytski',2020-04-17,6,0,1
22,'Khmelnytski',2020-04-18,4,0,1
22,'Khmelnytski',2020-04-19,0,0,0
22,'Khmelnytski',2020-04-20,3,1,0
22,'Khmelnytski',2020-04-21,9,1,0
22,'Khmelnytski',2020-04-22,3,1,2
22,'Khmelnytski',2020-04-23,2,0,0
22,'Khmelnytski',2020-04-24,1,0,5
22,'Khmelnytski',2020-04-25,4,0,4
22,'Khmelnytski',2020-04-26,1,0,0
22,'Khmelnytski',2020-04-27,9,0,2
22,'Khmelnytski',2020-04-28,1,0,0
22,'Khmelnytski',2020-04-29,0,0,2
22,'Khmelnytski',2020-04-30,11,0,6
22,'Khmelnytski',2020-05-01,6,0,1
22,'Khmelnytski',2020-05-02,18,0,0
22,'Khmelnytski',2020-05-03,0,1,0
22,'Khmelnytski',2020-05-04,16,0,1
22,'Khmelnytski',2020-05-05,7,1,2
22,'Khmelnytski',2020-05-06,5,0,5
22,'Khmelnytski',2020-05-07,21,0,8
22,'Khmelnytski',2020-05-08,5,0,5
22,'Khmelnytski',2020-05-09,8,0,1
22,'Khmelnytski',2020-05-10,0,0,4
22,'Khmelnytski',2020-05-11,16,0,0
22,'Khmelnytski',2020-05-12,19,2,3
22,'Khmelnytski',2020-05-13,9,0,2
22,'Khmelnytski',2020-05-14,5,0,1
22,'Khmelnytski',2020-05-15,29,0,10
22,'Khmelnytski',2020-05-16,11,0,0
22,'Khmelnytski',2020-05-17,0,0,0
22,'Khmelnytski',2020-05-18,10,0,1
22,'Khmelnytski',2020-05-19,10,0,3
22,'Khmelnytski',2020-05-20,11,0,8
22,'Khmelnytski',2020-05-21,28,0,8
22,'Khmelnytski',2020-05-22,18,0,20
22,'Khmelnytski',2020-05-23,18,0,21
22,'Khmelnytski',2020-05-24,0,1,8
22,'Khmelnytski',2020-05-25,16,0,17
22,'Khmelnytski',2020-05-26,7,0,13
22,'Khmelnytski',2020-05-27,21,0,29
22,'Khmelnytski',2020-05-28,23,0,14
22,'Khmelnytski',2020-05-29,15,0,28
22,'Khmelnytski',2020-05-30,10,1,1
22,'Khmelnytski',2020-05-31,1,0,1
22,'Khmelnytski',2020-06-01,2,0,13
22,'Khmelnytski',2020-06-02,30,0,10
22,'Khmelnytski',2020-06-03,12,0,41
22,'Khmelnytski',2020-06-04,5,0,2
22,'Khmelnytski',2020-06-05,13,1,16
22,'Khmelnytski',2020-06-06,0,1,15
22,'Khmelnytski',2020-06-07,0,0,0
22,'Khmelnytski',2020-06-08,1,0,0
22,'Khmelnytski',2020-06-09,1,1,11
22,'Khmelnytski',2020-06-10,6,0,6
22,'Khmelnytski',2020-06-11,11,0,32
22,'Khmelnytski',2020-06-12,12,0,20
22,'Khmelnytski',2020-06-13,7,0,9
22,'Khmelnytski',2020-06-14,3,0,0
23,'Cherkasy',2020-01-22,0,0,0
23,'Cherkasy',2020-01-23,0,0,0
23,'Cherkasy',2020-01-24,0,0,0
23,'Cherkasy',2020-01-25,0,0,0
23,'Cherkasy',2020-01-26,0,0,0
23,'Cherkasy',2020-01-27,0,0,0
23,'Cherkasy',2020-01-28,0,0,0
23,'Cherkasy',2020-01-29,0,0,0
23,'Cherkasy',2020-01-30,0,0,0
23,'Cherkasy',2020-01-31,0,0,0
23,'Cherkasy',2020-02-01,0,0,0
23,'Cherkasy',2020-02-02,0,0,0
23,'Cherkasy',2020-02-03,0,0,0
23,'Cherkasy',2020-02-04,0,0,0
23,'Cherkasy',2020-02-05,0,0,0
23,'Cherkasy',2020-02-06,0,0,0
23,'Cherkasy',2020-02-07,0,0,0
23,'Cherkasy',2020-02-08,0,0,0
23,'Cherkasy',2020-02-09,0,0,0
23,'Cherkasy',2020-02-10,0,0,0
23,'Cherkasy',2020-02-11,0,0,0
23,'Cherkasy',2020-02-12,0,0,0
23,'Cherkasy',2020-02-13,0,0,0
23,'Cherkasy',2020-02-14,0,0,0
23,'Cherkasy',2020-02-15,0,0,0
23,'Cherkasy',2020-02-16,0,0,0
23,'Cherkasy',2020-02-17,0,0,0
23,'Cherkasy',2020-02-18,0,0,0
23,'Cherkasy',2020-02-19,0,0,0
23,'Cherkasy',2020-02-20,0,0,0
23,'Cherkasy',2020-02-21,0,0,0
23,'Cherkasy',2020-02-22,0,0,0
23,'Cherkasy',2020-02-23,0,0,0
23,'Cherkasy',2020-02-24,0,0,0
23,'Cherkasy',2020-02-25,0,0,0
23,'Cherkasy',2020-02-26,0,0,0
23,'Cherkasy',2020-02-27,0,0,0
23,'Cherkasy',2020-02-28,0,0,0
23,'Cherkasy',2020-02-29,0,0,0
23,'Cherkasy',2020-03-01,0,0,0
23,'Cherkasy',2020-03-02,0,0,0
23,'Cherkasy',2020-03-03,0,0,0
23,'Cherkasy',2020-03-04,0,0,0
23,'Cherkasy',2020-03-05,0,0,0
23,'Cherkasy',2020-03-06,0,0,0
23,'Cherkasy',2020-03-07,0,0,0
23,'Cherkasy',2020-03-08,0,0,0
23,'Cherkasy',2020-03-09,0,0,0
23,'Cherkasy',2020-03-10,0,0,0
23,'Cherkasy',2020-03-11,0,0,0
23,'Cherkasy',2020-03-12,0,0,0
23,'Cherkasy',2020-03-13,0,0,0
23,'Cherkasy',2020-03-14,0,0,0
23,'Cherkasy',2020-03-15,0,0,0
23,'Cherkasy',2020-03-16,0,0,0
23,'Cherkasy',2020-03-17,0,0,0
23,'Cherkasy',2020-03-18,0,0,0
23,'Cherkasy',2020-03-19,0,0,0
23,'Cherkasy',2020-03-20,0,0,0
23,'Cherkasy',2020-03-21,0,0,0
23,'Cherkasy',2020-03-22,1,0,0
23,'Cherkasy',2020-03-23,0,0,0
23,'Cherkasy',2020-03-24,0,0,0
23,'Cherkasy',2020-03-25,1,0,0
23,'Cherkasy',2020-03-26,0,0,0
23,'Cherkasy',2020-03-27,1,0,0
23,'Cherkasy',2020-03-28,32,0,0
23,'Cherkasy',2020-03-29,15,0,0
23,'Cherkasy',2020-03-30,1,0,0
23,'Cherkasy',2020-03-31,1,0,0
23,'Cherkasy',2020-04-01,0,0,0
23,'Cherkasy',2020-04-02,2,1,0
23,'Cherkasy',2020-04-03,2,1,0
23,'Cherkasy',2020-04-04,4,0,1
23,'Cherkasy',2020-04-05,3,0,0
23,'Cherkasy',2020-04-06,14,0,0
23,'Cherkasy',2020-04-07,3,0,1
23,'Cherkasy',2020-04-08,0,0,1
23,'Cherkasy',2020-04-09,7,0,1
23,'Cherkasy',2020-04-10,9,1,4
23,'Cherkasy',2020-04-11,4,0,3
23,'Cherkasy',2020-04-12,3,0,0
23,'Cherkasy',2020-04-13,4,0,1
23,'Cherkasy',2020-04-14,5,0,0
23,'Cherkasy',2020-04-15,13,0,18
23,'Cherkasy',2020-04-16,18,0,9
23,'Cherkasy',2020-04-17,1,0,4
23,'Cherkasy',2020-04-18,16,0,8
23,'Cherkasy',2020-04-19,16,0,1
23,'Cherkasy',2020-04-20,11,1,4
23,'Cherkasy',2020-04-21,20,0,0
23,'Cherkasy',2020-04-22,14,0,5
23,'Cherkasy',2020-04-23,13,0,2
23,'Cherkasy',2020-04-24,18,1,3
23,'Cherkasy',2020-04-25,7,0,1
23,'Cherkasy',2020-04-26,9,4,1
23,'Cherkasy',2020-04-27,9,0,3
23,'Cherkasy',2020-04-28,15,0,4
23,'Cherkasy',2020-04-29,1,1,4
23,'Cherkasy',2020-04-30,6,0,10
23,'Cherkasy',2020-05-01,11,0,13
23,'Cherkasy',2020-05-02,0,0,5
23,'Cherkasy',2020-05-03,5,0,2
23,'Cherkasy',2020-05-04,4,0,16
23,'Cherkasy',2020-05-05,2,1,15
23,'Cherkasy',2020-05-06,14,0,18
23,'Cherkasy',2020-05-07,3,1,22
23,'Cherkasy',2020-05-08,0,0,22
23,'Cherkasy',2020-05-09,5,2,5
23,'Cherkasy',2020-05-10,2,1,1
23,'Cherkasy',2020-05-11,2,0,3
23,'Cherkasy',2020-05-12,1,0,14
23,'Cherkasy',2020-05-13,1,1,11
23,'Cherkasy',2020-05-14,2,0,6
23,'Cherkasy',2020-05-15,13,0,12
23,'Cherkasy',2020-05-16,9,0,5
23,'Cherkasy',2020-05-17,2,0,1
23,'Cherkasy',2020-05-18,2,0,10
23,'Cherkasy',2020-05-19,6,0,6
23,'Cherkasy',2020-05-20,0,0,6
23,'Cherkasy',2020-05-21,0,0,0
23,'Cherkasy',2020-05-22,2,0,5
23,'Cherkasy',2020-05-23,3,0,6
23,'Cherkasy',2020-05-24,2,0,3
23,'Cherkasy',2020-05-25,1,0,10
23,'Cherkasy',2020-05-26,0,0,2
23,'Cherkasy',2020-05-27,8,0,1
23,'Cherkasy',2020-05-28,1,0,4
23,'Cherkasy',2020-05-29,5,0,2
23,'Cherkasy',2020-05-30,2,0,5
23,'Cherkasy',2020-05-31,2,0,0
23,'Cherkasy',2020-06-01,4,0,9
23,'Cherkasy',2020-06-02,3,0,2
23,'Cherkasy',2020-06-03,12,0,4
23,'Cherkasy',2020-06-04,4,0,0
23,'Cherkasy',2020-06-05,18,1,4
23,'Cherkasy',2020-06-06,12,1,8
23,'Cherkasy',2020-06-07,10,0,2
23,'Cherkasy',2020-06-08,18,1,0
23,'Cherkasy',2020-06-09,14,0,2
23,'Cherkasy',2020-06-10,6,0,1
23,'Cherkasy',2020-06-11,14,0,2
23,'Cherkasy',2020-06-12,16,0,0
23,'Cherkasy',2020-06-13,9,0,0
23,'Cherkasy',2020-06-14,3,0,2
24,'Chernivtsi',2020-01-22,0,0,0
24,'Chernivtsi',2020-01-23,0,0,0
24,'Chernivtsi',2020-01-24,0,0,0
24,'Chernivtsi',2020-01-25,0,0,0
24,'Chernivtsi',2020-01-26,0,0,0
24,'Chernivtsi',2020-01-27,0,0,0
24,'Chernivtsi',2020-01-28,0,0,0
24,'Chernivtsi',2020-01-29,0,0,0
24,'Chernivtsi',2020-01-30,0,0,0
24,'Chernivtsi',2020-01-31,0,0,0
24,'Chernivtsi',2020-02-01,0,0,0
24,'Chernivtsi',2020-02-02,0,0,0
24,'Chernivtsi',2020-02-03,0,0,0
24,'Chernivtsi',2020-02-04,0,0,0
24,'Chernivtsi',2020-02-05,0,0,0
24,'Chernivtsi',2020-02-06,0,0,0
24,'Chernivtsi',2020-02-07,0,0,0
24,'Chernivtsi',2020-02-08,0,0,0
24,'Chernivtsi',2020-02-09,0,0,0
24,'Chernivtsi',2020-02-10,0,0,0
24,'Chernivtsi',2020-02-11,0,0,0
24,'Chernivtsi',2020-02-12,0,0,0
24,'Chernivtsi',2020-02-13,0,0,0
24,'Chernivtsi',2020-02-14,0,0,0
24,'Chernivtsi',2020-02-15,0,0,0
24,'Chernivtsi',2020-02-16,0,0,0
24,'Chernivtsi',2020-02-17,0,0,0
24,'Chernivtsi',2020-02-18,0,0,0
24,'Chernivtsi',2020-02-19,0,0,0
24,'Chernivtsi',2020-02-20,0,0,0
24,'Chernivtsi',2020-02-21,0,0,0
24,'Chernivtsi',2020-02-22,0,0,0
24,'Chernivtsi',2020-02-23,0,0,0
24,'Chernivtsi',2020-02-24,0,0,0
24,'Chernivtsi',2020-02-25,0,0,0
24,'Chernivtsi',2020-02-26,0,0,0
24,'Chernivtsi',2020-02-27,0,0,0
24,'Chernivtsi',2020-02-28,0,0,0
24,'Chernivtsi',2020-02-29,0,0,0
24,'Chernivtsi',2020-03-01,0,0,0
24,'Chernivtsi',2020-03-02,1,0,0
24,'Chernivtsi',2020-03-03,0,0,0
24,'Chernivtsi',2020-03-04,0,0,0
24,'Chernivtsi',2020-03-05,0,0,0
24,'Chernivtsi',2020-03-06,0,0,0
24,'Chernivtsi',2020-03-07,0,0,0
24,'Chernivtsi',2020-03-08,0,0,0
24,'Chernivtsi',2020-03-09,0,0,0
24,'Chernivtsi',2020-03-10,0,0,0
24,'Chernivtsi',2020-03-11,0,0,0
24,'Chernivtsi',2020-03-12,1,0,0
24,'Chernivtsi',2020-03-13,0,0,0
24,'Chernivtsi',2020-03-14,0,0,0
24,'Chernivtsi',2020-03-15,2,1,0
24,'Chernivtsi',2020-03-16,0,0,0
24,'Chernivtsi',2020-03-17,6,0,0
24,'Chernivtsi',2020-03-18,0,0,0
24,'Chernivtsi',2020-03-19,5,0,0
24,'Chernivtsi',2020-03-20,11,0,0
24,'Chernivtsi',2020-03-21,0,0,1
24,'Chernivtsi',2020-03-22,0,0,0
24,'Chernivtsi',2020-03-23,0,0,0
24,'Chernivtsi',2020-03-24,13,0,0
24,'Chernivtsi',2020-03-25,3,0,0
24,'Chernivtsi',2020-03-26,6,0,2
24,'Chernivtsi',2020-03-27,12,0,3
24,'Chernivtsi',2020-03-28,0,0,0
24,'Chernivtsi',2020-03-29,15,0,0
24,'Chernivtsi',2020-03-30,17,1,2
24,'Chernivtsi',2020-03-31,14,3,0
24,'Chernivtsi',2020-04-01,40,0,0
24,'Chernivtsi',2020-04-02,27,0,5
24,'Chernivtsi',2020-04-03,31,0,0
24,'Chernivtsi',2020-04-04,18,0,4
24,'Chernivtsi',2020-04-05,0,0,0
24,'Chernivtsi',2020-04-06,29,1,2
24,'Chernivtsi',2020-04-07,27,0,2
24,'Chernivtsi',2020-04-08,29,1,0
24,'Chernivtsi',2020-04-09,64,0,0
24,'Chernivtsi',2020-04-10,42,2,1
24,'Chernivtsi',2020-04-11,24,0,0
24,'Chernivtsi',2020-04-12,31,1,0
24,'Chernivtsi',2020-04-13,84,0,4
24,'Chernivtsi',2020-04-14,43,1,1
24,'Chernivtsi',2020-04-15,73,2,3
24,'Chernivtsi',2020-04-16,99,2,3
24,'Chernivtsi',2020-04-17,79,3,12
24,'Chernivtsi',2020-04-18,49,4,1
24,'Chernivtsi',2020-04-19,18,4,0
24,'Chernivtsi',2020-04-20,79,1,6
24,'Chernivtsi',2020-04-21,66,2,4
24,'Chernivtsi',2020-04-22,108,1,4
24,'Chernivtsi',2020-04-23,47,5,5
24,'Chernivtsi',2020-04-24,110,1,24
24,'Chernivtsi',2020-04-25,28,2,2
24,'Chernivtsi',2020-04-26,30,3,0
24,'Chernivtsi',2020-04-27,52,2,52
24,'Chernivtsi',2020-04-28,62,2,24
24,'Chernivtsi',2020-04-29,84,3,11
24,'Chernivtsi',2020-04-30,91,3,15
24,'Chernivtsi',2020-05-01,77,3,42
24,'Chernivtsi',2020-05-02,76,4,32
24,'Chernivtsi',2020-05-03,67,1,2
24,'Chernivtsi',2020-05-04,60,4,66
24,'Chernivtsi',2020-05-05,40,3,32
24,'Chernivtsi',2020-05-06,62,5,52
24,'Chernivtsi',2020-05-07,47,3,31
24,'Chernivtsi',2020-05-08,87,3,25
24,'Chernivtsi',2020-05-09,86,4,102
24,'Chernivtsi',2020-05-10,51,3,7
24,'Chernivtsi',2020-05-11,70,4,35
24,'Chernivtsi',2020-05-12,49,6,52
24,'Chernivtsi',2020-05-13,71,3,11
24,'Chernivtsi',2020-05-14,86,4,9
24,'Chernivtsi',2020-05-15,49,6,19
24,'Chernivtsi',2020-05-16,43,1,6
24,'Chernivtsi',2020-05-17,19,0,5
24,'Chernivtsi',2020-05-18,24,2,15
24,'Chernivtsi',2020-05-19,51,1,11
24,'Chernivtsi',2020-05-20,46,3,16
24,'Chernivtsi',2020-05-21,83,5,50
24,'Chernivtsi',2020-05-22,63,3,17
24,'Chernivtsi',2020-05-23,40,5,5
24,'Chernivtsi',2020-05-24,55,3,5
24,'Chernivtsi',2020-05-25,18,2,39
24,'Chernivtsi',2020-05-26,42,1,22
24,'Chernivtsi',2020-05-27,59,3,47
