Number        Region        Date          Confirmed     Dead          Recovered     
             3Dnipropetrovsk    23.04.2020            11             0             0
             3Dnipropetrovsk    24.04.2020            42             0             6
             3Dnipropetrovsk    25.04.2020            53             0             0
             3Dnipropetrovsk    26.04.2020            23             1             1
             3Dnipropetrovsk    27.04.2020             1             1             2
             3Dnipropetrovsk    28.04.2020             9             0             5
             3Dnipropetrovsk    29.04.2020            22             0             6
             3Dnipropetrovsk    30.04.2020            14             0            51
             3Dnipropetrovsk    01.05.2020            77             0             1
             3Dnipropetrovsk    02.05.2020             7             1             1
             3Dnipropetrovsk    03.05.2020            12             0             1
             3Dnipropetrovsk    04.05.2020            20             1            17
             3Dnipropetrovsk    05.05.2020            91             0             7
             3Dnipropetrovsk    06.05.2020            50             0             4
             3Dnipropetrovsk    07.05.2020            31             1             7
             3Dnipropetrovsk    08.05.2020            29             0            10
             3Dnipropetrovsk    09.05.2020            23             2             0
             3Dnipropetrovsk    10.05.2020            27             0             0
             3Dnipropetrovsk    11.05.2020            22             1             3
             3Dnipropetrovsk    12.05.2020            23             0            20
             3Dnipropetrovsk    13.05.2020             5             1            17
             3Dnipropetrovsk    14.05.2020            10             1            19
             3Dnipropetrovsk    15.05.2020            16             0            23
             3Dnipropetrovsk    16.05.2020            30             4             4
             3Dnipropetrovsk    17.05.2020             6             0            11
             3Dnipropetrovsk    18.05.2020             1             0            39
             3Dnipropetrovsk    19.05.2020             5             0            67
             3Dnipropetrovsk    20.05.2020            10             1            34
             3Dnipropetrovsk    21.05.2020             4             0            37
             3Dnipropetrovsk    22.05.2020             2             1            38
             3Dnipropetrovsk    23.05.2020             7             0             9
             3Dnipropetrovsk    24.05.2020            14             2             1
             3Dnipropetrovsk    25.05.2020            14             0            60
             3Dnipropetrovsk    26.05.2020             8             0            80
             3Dnipropetrovsk    27.05.2020            16             0            35
             3Dnipropetrovsk    28.05.2020             8             1            14
             3Dnipropetrovsk    29.05.2020             3             1            22
             3Dnipropetrovsk    30.05.2020             9             0            10
             3Dnipropetrovsk    31.05.2020             0             0             0
             3Dnipropetrovsk    01.06.2020             2             0            10
             3Dnipropetrovsk    02.06.2020             8             0             6
             3Dnipropetrovsk    03.06.2020             5             0             5
             3Dnipropetrovsk    04.06.2020             3             0             5
             3Dnipropetrovsk    05.06.2020             5             1             7
             3Dnipropetrovsk    06.06.2020             6             0             0
             3Dnipropetrovsk    07.06.2020             0             0             1
             3Dnipropetrovsk    08.06.2020             0             0             0
             3Dnipropetrovsk    09.06.2020             2             0             2
             3Dnipropetrovsk    10.06.2020             8             0             4
             3Dnipropetrovsk    11.06.2020             2             0             2
             3Dnipropetrovsk    12.06.2020            13             0             5
             3Dnipropetrovsk    13.06.2020             2             0             0
             3Dnipropetrovsk    14.06.2020             0             0             0
             4Donetsk           22.01.2020             0             0             0
             4Donetsk           23.01.2020             0             0             0
             4Donetsk           24.01.2020             0             0             0
             4Donetsk           25.01.2020             0             0             0
             4Donetsk           26.01.2020             0             0             0
             4Donetsk           27.01.2020             0             0             0
             4Donetsk           28.01.2020             0             0             0
             4Donetsk           29.01.2020             0             0             0
             4Donetsk           30.01.2020             0             0             0
             4Donetsk           31.01.2020             0             0             0
             4Donetsk           01.02.2020             0             0             0
             4Donetsk           02.02.2020             0             0             0
             4Donetsk           03.02.2020             0             0             0
             4Donetsk           04.02.2020             0             0             0
             4Donetsk           05.02.2020             0             0             0
             4Donetsk           06.02.2020             0             0             0
             4Donetsk           07.02.2020             0             0             0
             4Donetsk           08.02.2020             0             0             0
             4Donetsk           09.02.2020             0             0             0
             4Donetsk           10.02.2020             0             0             0
             4Donetsk           11.02.2020             0             0             0
             4Donetsk           12.02.2020             0             0             0
             4Donetsk           13.02.2020             0             0             0
             4Donetsk           14.02.2020             0             0             0
             4Donetsk           15.02.2020             0             0             0
             4Donetsk           16.02.2020             0             0             0
             4Donetsk           17.02.2020             0             0             0
             4Donetsk           18.02.2020             0             0             0
             4Donetsk           19.02.2020             0             0             0
             4Donetsk           20.02.2020             0             0             0
             4Donetsk           21.02.2020             0             0             0
